"","id","degree"
"1",51699,299.262054507338
"2",51700,239.627118644068
"3",51701,112.988888888889
"4",51702,159.654901960784
"5",51703,93.6216216216216
"6",51704,313.784989858012
"7",51705,266.80378250591
"8",51706,357.890070921986
"9",51707,322.876865671642
"10",51708,4.57142857142857
"11",51709,322.463366336634
"12",51710,123.589189189189
"13",51711,23.6
"14",51712,80.9833333333333
"15",51713,140.638743455497
"16",51714,224.470219435737
"17",51715,117.638418079096
"18",51716,9.5
"19",51717,111.4875
"20",51718,390.321428571429
"21",51719,96.5957446808511
"22",51720,385.176090468498
"23",51721,226.515235457064
"24",51722,262.660633484163
"25",51723,132.522167487685
"26",51724,157.121338912134
"27",51725,325.254113345521
"28",51726,323.716024340771
"29",51727,395.046296296296
"30",51728,36.3859649122807
"31",51729,171.891304347826
"32",51730,166.951111111111
"33",51731,121.491329479769
"34",51732,40.3492063492063
"35",51733,35.2
"36",51734,13
"37",51735,1.5
"38",51736,3.71428571428571
"39",51737,29.8636363636364
"40",51738,16.8888888888889
"41",51739,257.628647214854
"42",51740,15.25
"43",51741,85.8421052631579
"44",51742,59.978021978022
"45",51743,133.941747572816
"46",51744,189.805194805195
"47",51745,246.78431372549
"48",51746,87.4705882352941
"49",51747,142.324561403509
"50",51748,145.417085427136
"51",51749,51.9540229885057
"52",51750,175.854961832061
"53",51751,41
"54",51752,43.5652173913044
"55",51753,149.266666666667
"56",51754,130.225490196078
"57",51755,150.972727272727
"58",51756,190.741007194245
"59",51757,23.4210526315789
"60",51758,38.1875
"61",51759,205.488054607509
"62",51760,26.5909090909091
"63",51761,316.051080550098
"64",51762,352.57785467128
"65",51763,138.072164948454
"66",51764,16.1739130434783
"67",51765,7.09090909090909
"68",51766,161.476635514019
"69",51767,206.646153846154
"70",51768,139.241706161137
"71",51769,373.847896440129
"72",51770,128.630630630631
"73",51771,198.984375
"74",51772,109.0125
"75",51773,202.6
"76",51774,318.75442043222
"77",51775,23.9047619047619
"78",51776,6.76923076923077
"79",51777,315.695906432749
"80",51778,90.48
"81",51779,394.846511627907
"82",51780,10.8421052631579
"83",51781,132.148936170213
"84",51782,232.195402298851
"85",51783,295.295711060948
"86",51784,261.45905707196
"87",51785,92.4305555555556
"88",51786,145.777777777778
"89",51787,202.098245614035
"90",51788,204.501628664495
"91",51789,270.476923076923
"92",51790,331.141700404858
"93",51791,164.674418604651
"94",51792,238.754617414248
"95",51793,328.290909090909
"96",51794,194.042553191489
"97",51795,NA
"98",51796,119.681818181818
"99",51797,16.6428571428571
"100",51798,108.067567567568
"101",51799,84.4848484848485
"102",51800,70.9734513274336
"103",51700,239.627118644068
"104",51701,112.988888888889
"105",51702,159.654901960784
"106",51703,93.6216216216216
"107",51704,313.784989858012
"108",51705,266.80378250591
"109",51706,357.890070921986
"110",51707,322.876865671642
"111",51708,4.57142857142857
"112",51709,322.463366336634
"113",51710,123.589189189189
"114",51711,23.6
"115",51712,80.9833333333333
"116",51713,140.638743455497
"117",51714,224.470219435737
"118",51715,117.638418079096
"119",51716,9.5
"120",51717,111.4875
"121",51718,390.321428571429
"122",51719,96.5957446808511
"123",51720,385.176090468498
"124",51721,226.515235457064
"125",51722,262.660633484163
"126",51723,132.522167487685
"127",51724,157.121338912134
"128",51725,325.254113345521
"129",51726,323.716024340771
"130",51727,395.046296296296
"131",51728,36.3859649122807
"132",51729,171.891304347826
"133",51730,166.951111111111
"134",51731,121.491329479769
"135",51732,40.3492063492063
"136",51733,35.2
"137",51734,13
"138",51735,1.5
"139",51736,3.71428571428571
"140",51737,29.8636363636364
"141",51738,16.8888888888889
"142",51739,257.628647214854
"143",51740,15.25
"144",51741,85.8421052631579
"145",51742,59.978021978022
"146",51743,133.941747572816
"147",51744,189.805194805195
"148",51745,246.78431372549
"149",51746,87.4705882352941
"150",51747,142.324561403509
"151",51748,145.417085427136
"152",51749,51.9540229885057
"153",51750,175.854961832061
"154",51751,41
"155",51752,43.5652173913044
"156",51753,149.266666666667
"157",51754,130.225490196078
"158",51755,150.972727272727
"159",51756,190.741007194245
"160",51757,23.4210526315789
"161",51758,38.1875
"162",51759,205.488054607509
"163",51760,26.5909090909091
"164",51761,316.051080550098
"165",51762,352.57785467128
"166",51763,138.072164948454
"167",51764,16.1739130434783
"168",51765,7.09090909090909
"169",51766,161.476635514019
"170",51767,206.646153846154
"171",51768,139.241706161137
"172",51769,373.847896440129
