"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1
"3",1,1,0.6,0.6,1,1,0.6,1,1,1,0.6,0.6,0.6,1,0.6,1,0.6,1,1,0.6,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,0.6,1,1,0.6,1,0.6,1,0.6,0.6,1,0.6,0.6,1,1,1,1,1,0.6,0.6,0.6,1,0.6,1,0.6,1,1,0.6,1,1,0.6,1,1,0.6,1,1,1,1,1,NA,1,1,1,1,0.6,1,NA,1,1,1,1,0.6,1,0.6,1,0.6,1,1,1,1,0.6,1,1,1
"4",0.789473684210526,0.789473684210526,0.6,1,1,1,0.875,0.6,0.789473684210526,1,1,0.6,1,0.789473684210526,0.8,1,0.6,1,1,1,0.6,0.875,1,0.789473684210526,0.789473684210526,1,0.6,0.6,0.789473684210526,0.6,0.6,0.789473684210526,0.789473684210526,0.6,1,1,0.789473684210526,0.789473684210526,0.6,0.789473684210526,0.6,0.6,0.6,1,0.8,0.8,0.789473684210526,0.6,0.6,1,0.789473684210526,0.789473684210526,0.789473684210526,0.6,1,1,0.789473684210526,0.6,0.6,0.789473684210526,0.789473684210526,0.6,0.6,0.6,0.789473684210526,1,0.6,1,0.8,0.6,0.6,0.789473684210526,0.789473684210526,0.789473684210526,1,0.789473684210526,0.6,0.789473684210526,0.789473684210526,1,0.6,0.6,0.6,1,1,0.789473684210526,0.789473684210526,0.875,0.789473684210526,1,1,0.789473684210526,0.6,1,1,1,0.789473684210526,1,0.6,0.789473684210526
"5",0.789473684210526,0.875,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.681818181818182,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.875,0.789473684210526,0.428571428571429,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.8,0.789473684210526,0.789473684210526,0.8,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.8,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.8,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.8,0.789473684210526,0.789473684210526,0.681818181818182,0.789473684210526,0.428571428571429,0.428571428571429,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.789473684210526,0.875,0.789473684210526
"6",0.681818181818182,0.75,0.75,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.75,0.75,0.75,0.75,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.75,0.681818181818182,0.681818181818182,0.75,0.75,0.681818181818182,0.681818181818182,0.681818181818182,0.75,0.681818181818182,0.681818181818182,0.681818181818182,0.681818181818182,0.75,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.75,0.75,0.681818181818182,0.681818181818182,0.675,0.681818181818182,0.681818181818182,0.681818181818182,0.75,0.75,0.75,0.75,0.75,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.75,0.75,0.75,0.681818181818182,0.75,0.75,0.75,0.681818181818182,0.75,0.681818181818182,0.75,0.75,0.75,0.75,0.681818181818182,0.681818181818182,0.75,0.75,0.681818181818182,0.75,0.75,0.75,0.681818181818182,0.75,0.75,0.75,0.681818181818182,0.75,0.75,0.75,0.75,0.75,0.681818181818182,0.75,0.75,0.75
"7",0.675,0.675,0.826086956521739,0.675,0.826086956521739,0.675,0.826086956521739,0.675,0.675,0.675,0.675,0.675,0.675,0.692307692307692,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.652173913043478,0.675,0.675,0.675,0.826086956521739,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.617647058823529,0.675,0.675,0.826086956521739,0.675,0.826086956521739,0.675,0.675,0.826086956521739,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.786885245901639,0.675,0.675,0.675,0.702127659574468,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.795918367346939,0.675,0.675
"8",0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.639344262295082,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.703125,0.685714285714286,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.703125,0.759493670886076,0.759493670886076,0.759493670886076,0.639344262295082,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.685714285714286,0.759493670886076,0.639344262295082,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.685714285714286,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.639344262295082,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.703125,0.759493670886076,0.703125,0.759493670886076,0.759493670886076,0.639344262295082,0.6,0.759493670886076,0.759493670886076,0.703125,0.759493670886076,0.759493670886076,0.759493670886076,0.8,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.639344262295082,0.759493670886076,0.703125,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.703125,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.759493670886076,0.639344262295082,0.759493670886076,0.759493670886076
"9",0.816176470588235,0.769230769230769,0.816176470588235,0.707547169811321,0.769230769230769,0.816176470588235,0.769230769230769,0.707547169811321,0.699029126213592,0.769230769230769,0.716814159292035,0.710526315789474,0.736842105263158,0.736842105263158,0.816176470588235,0.816176470588235,0.75,0.816176470588235,0.707547169811321,0.710526315789474,0.75,0.769230769230769,0.816176470588235,0.816176470588235,0.816176470588235,0.736842105263158,0.655172413793103,0.699029126213592,0.816176470588235,0.769230769230769,0.707547169811321,0.707547169811321,0.769230769230769,0.707547169811321,0.75,0.816176470588235,0.816176470588235,0.699029126213592,0.699029126213592,0.769230769230769,0.816176470588235,0.707547169811321,0.816176470588235,0.769230769230769,0.769230769230769,0.816176470588235,0.769230769230769,0.699029126213592,0.699029126213592,0.769230769230769,0.707547169811321,0.75,0.769230769230769,0.647058823529412,0.707547169811321,0.707547169811321,0.699029126213592,0.707547169811321,0.816176470588235,0.699029126213592,0.769230769230769,0.816176470588235,0.769230769230769,0.75,0.6,0.816176470588235,0.816176470588235,0.816176470588235,0.816176470588235,0.75,0.769230769230769,0.816176470588235,0.769230769230769,0.699029126213592,0.769230769230769,0.699029126213592,0.707547169811321,0.769230769230769,0.816176470588235,0.699029126213592,0.736842105263158,0.769230769230769,0.769230769230769,0.6,0.699029126213592,0.769230769230769,0.707547169811321,0.614457831325301,0.707547169811321,0.769230769230769,0.699029126213592,0.769230769230769,0.75,0.816176470588235,0.699029126213592,0.699029126213592,0.769230769230769,0.769230769230769,0.699029126213592,0.769230769230769
"10",0.705882352941177,0.798994974874372,0.775280898876405,0.705882352941177,0.763313609467456,0.798994974874372,0.775280898876405,0.816753926701571,0.816753926701571,0.690647482014389,0.816753926701571,0.842364532019704,0.758620689655172,0.798994974874372,0.664285714285714,0.758620689655172,0.775280898876405,0.798994974874372,0.708074534161491,0.816753926701571,0.758620689655172,0.816753926701571,0.816753926701571,0.816753926701571,0.816753926701571,0.775280898876405,0.758620689655172,0.816753926701571,0.775280898876405,0.713286713286713,0.758620689655172,0.798994974874372,0.713414634146341,0.758620689655172,0.713286713286713,0.758620689655172,0.758620689655172,0.775280898876405,0.775280898876405,0.758620689655172,0.775280898876405,0.728323699421965,0.775280898876405,0.708074534161491,0.730769230769231,0.758620689655172,0.73469387755102,0.816753926701571,0.816753926701571,0.690789473684211,0.816753926701571,0.798994974874372,0.664429530201342,0.816753926701571,0.758620689655172,0.816753926701571,0.775280898876405,0.816753926701571,0.775280898876405,0.759036144578313,0.816753926701571,0.816753926701571,0.798994974874372,0.713286713286713,0.664285714285714,0.758620689655172,0.71523178807947,0.759036144578313,0.730769230769231,0.775280898876405,0.775280898876405,0.708074534161491,0.798994974874372,0.730769230769231,0.798994974874372,0.816753926701571,0.759036144578313,0.775280898876405,0.775280898876405,0.816753926701571,0.713286713286713,0.713286713286713,0.775280898876405,0.758620689655172,0.705882352941177,0.740963855421687,0.816753926701571,0.775280898876405,0.758620689655172,0.855140186915888,0.758620689655172,0.816753926701571,0.797872340425532,0.758620689655172,0.816753926701571,0.758620689655172,0.758620689655172,0.816753926701571,0.758620689655172,0.797872340425532
