"","V1"
"124",0.780812418131256
"125",0.782329494123148
"126",0.784899422662532
"127",0.786026396911382
"128",0.783197353914002
"129",0.781614973613152
"130",0.782254007043772
"131",0.782921245956015
"132",0.78513912127175
"133",0.785528617707603
"134",0.786754639795135
"135",0.783358295654081
"136",0.784788998024545
"137",0.781645123663573
"138",0.778544818290651
"139",0.778457166654418
"140",0.780218328377595
"141",0.779406929287483
"142",0.78097094275527
"143",0.78190489591279
"144",0.783281577382842
"145",0.785173111510791
"146",0.782733908482411
"147",0.784696113388475
"148",0.786432405026047
"149",0.784613298202108
"150",0.78529551996327
"151",0.786249573852972
"152",0.78412471621008
"153",0.781309822286926
"154",0.781677704972348
"155",0.781303311807162
"156",0.783234452855742
"157",0.785311099384961
"158",0.787215932452825
"159",0.787394755581619
"160",0.787639613722561
"161",0.789624683472202
"162",0.789624683472202
"163",0.786750924271183
"164",0.786619573204157
"165",0.787453812722846
"166",0.786206605880948
"167",0.783756966318239
"168",0.785563922828186
"169",0.783495711921002
"170",0.784206633172149
"171",0.785317785273336
"172",0.787197603120352
"173",0.784817016861905
"174",0.785638623712229
"175",0.784084022945833
"176",0.782118180084088
"177",0.781081846282729
"178",0.782191186537516
"179",0.782564564989772
"180",0.783444266681479
"181",0.781012572972996
"182",0.780466825914439
"183",0.780933632706285
"184",0.782042738034165
"185",0.783227806689953
"186",0.781594022531416
"187",0.781985384582336
"188",0.783177118155325
"189",0.783822775251202
"190",0.784255746245127
"191",0.783191771450712
"192",0.783879842641455
"193",0.783894754139968
"194",0.782070343299906
"195",0.782639193137217
"196",0.783183213320956
"197",0.78367169911959
"198",0.783364038915285
"199",0.784134918323582
"200",0.781985239057381
"201",0.78255369683282
"202",0.783411900445031
"203",0.783638925956874
"204",0.784465339807824
"205",0.783947696945062
"206",0.78183417448557
"207",0.782989726804504
"208",0.784160617187612
"209",0.784522706209453
"210",0.784900549603699
"211",0.783016343126524
"212",0.784446575385534
"213",0.785631681985941
"214",0.786455804402363
"215",0.785962620428378
"216",0.783859302479613
"217",0.782076840663439
"218",0.78052676409077
"219",0.779153161309793
"220",0.779702661256664
"221",0.780916178623434
"222",0.781861932869337
"223",0.781341375824191
"224",0.779356984437225
"225",0.779356984437225
"226",0.777457919187373
"227",0.778294816841555
"228",0.778620266432059
"229",0.779970620965947
"230",0.77835396772411
"231",0.778630350611352
"232",0.776805748227895
"233",0.775575725844477
"234",0.776718657205843
"235",0.777391096678751
"236",0.777391096678751
"237",0.777561659621752
"238",0.776887466112714
"239",0.778020152416278
"240",0.77629300771312
"241",0.775378200923746
"242",0.776540965739119
"243",0.777666412819081
"244",0.776056433500386
"245",0.775840283268221
"246",0.777341650725129
"247",0.778233625594323
"248",0.776454865230013
"249",0.776604777618615
"250",0.774839913275853
"251",0.775576159364503
"252",0.775055006581145
"253",0.774552798708463
"254",0.775014539510371
"255",0.775188493357303
"256",0.775469380211561
"257",0.774717373696272
"258",0.772997852694759
"259",0.773702126720348
"260",0.773648799312619
"261",0.774417546029569
"262",0.77539189519037
"263",0.77539189519037
"264",0.775711073893481
"265",0.775033003249858
"266",0.77542853122477
"267",0.776033999290956
"268",0.776181210860294
"269",0.774817407912651
"270",0.773487786715094
"271",0.772371062174807
"272",0.771447162473609
"273",0.771311836737878
"274",0.771304885617096
"275",0.769931819834903
"276",0.77110702442863
"277",0.769538600661527
"278",0.769572409650789
"279",0.768166274637466
"280",0.767283342656852
"281",0.767188235838499
"282",0.767188235838499
"283",0.766209294106903
"284",0.765148727160945
"285",0.765549171087804
"286",0.764628435061891
"287",0.763899374118375
"288",0.762636362142855
"289",0.762132649086515
"290",0.762132649086515
"291",0.763014957597902
"292",0.761651590828975
"293",0.762497530530704
"294",0.762497530530704
"295",0.762985629560763
"296",0.762371393431814
"297",0.761015387608043
"298",0.75990311254313
"299",0.760689241234607
"300",0.76163054065729
"301",0.762065022605878
"302",0.761308078977895
"303",0.761814522267589
"304",0.762306720700385
"305",0.760960245893324
"306",0.761233511815976
"307",0.761449990699939
"308",0.760953838548994
"309",0.761589878719626
"310",0.761589878719626
"311",0.762028050169238
"312",0.762813464947595
"313",0.761719501711243
"314",0.762569126940116
"315",0.761505627193975
"316",0.76017708562204
"317",0.760487989947214
"318",0.759588584987813
"319",0.76012359103552
"320",0.760036996442246
"321",0.75872812915543
"322",0.75872812915543
"323",0.757469848430269
"324",0.75630463788585
"325",0.755425889440324
"326",0.756395558829535
"327",0.755489982523239
"328",0.754140378308513
"329",0.753792341150278
"330",0.754482936253781
"331",0.754905601355398
"332",0.754166570043145
"333",0.753232085490279
"334",0.753811216409378
"335",0.75432081220315
"336",0.755310374660244
"337",0.756387240463909
"338",0.756667321943805
"339",0.757514970158106
"340",0.758451061186861
"341",0.758524773337991
"342",0.759247953437351
