in_node,the,and,a,to,of,was,in,he,you,on,for,his,she,with,that,her,is,it,all,my,not,they,at,up,be,like,are,have,were,out,could,will,so,but,into,them,him,do,your,down,go,me,there,their,big,would,what,about,we,get,this,over,no,day,good,see,some,time,who,then,by,did,make,off,too,if,around,think,put,new,train,other,eat,long,am,old,our,more,love,much,look,find,away,any,baby,how,because,tree,after,home,red,first,night,bus,dog,house,people,another,take,us,here,man,morning,every,help,sun,nice,give,under,show,boy,before,bed,now,each,last,does,high,door,green,full,run,tired,bread,story,wish,food,blue,need,play,better,behind,those,hear,school,car,snow,moon,bird,room,yellow,stop,outside,walk,read,sit,fast,happy,white,pick,bad,cat,head,ice,why,fine,hot,hard,window,trash,wind,girl,catch,cup,close,friend,picture,cold,hat,pretty,say,hand,soft,milk,breakfast,same,cut,hold,stay,quiet,book,try,wait,elephant,these,above,tiny,stick,sad,build,hair,nose,bear,balloon,street,truck,drive,paper,rain,dark,light,lunch,sleep,please,apple,black,ride,climb,box,brown,owl,beans,egg,boat,cake,asleep
the,1,-0.033570317,0.272057082,-0.213286425,-0.190027495,-0.1080922,-0.293730402,0.011719778,0.1038489,-0.335627393,-0.317125341,0.295085497,0.191390317,-0.131725824,-0.008023611,0.232969077,-0.075973164,0.215842982,0.015339122,0.410588436,-0.197679249,0.051692379,-0.373049512,-0.001915118,-0.196944984,-0.134560717,-0.065722314,-0.047799089,-0.124254054,0.374786103,-0.175557157,-0.160513523,-0.235416502,-0.112740361,-0.161965712,0.162593372,0.164411777,0.089645621,0.232139857,0.003164415,0.107616644,0.019053575,0.106826241,0.337574897,-0.170150059,-0.429917153,-0.048900645,-0.357665781,-0.048129733,-0.020084244,0.446719676,-0.005051504,-0.022517172,0.115791108,-0.065201968,-0.20136562,0.253397612,-0.217934439,-0.10455723,0.008062931,0.173811226,-0.263468004,-0.14095295,-0.155670894,0.092411194,-0.189367055,-0.003410372,-0.076120576,-0.019032429,-0.352943197,-0.309177229,0.029021113,-0.044308353,-0.027458694,-0.123849143,-0.007407191,0.520196634,-0.102661953,-0.077983991,-0.02216025,0.201012091,-0.334800868,0.178591528,0.201823411,-0.069440602,-0.016283404,-0.170734204,0.055593052,-0.264786257,0.127472867,-0.174720908,-0.132550297,0.155458648,0.140397046,-0.21669952,0.454099878,-0.042271983,0.524405228,-0.318805543,0.31364585,-0.073286498,-0.2834131,-0.122680159,0.391006628,0.007873172,-0.187076945,-0.146633335,-0.346467852,-0.475020558,-0.30711394,-0.168891123,-0.121739326,0.24781354,-0.056683988,0.447516009,0.228462901,-0.101581191,0.234809182,-0.23227484,-0.184874176,0.468870269,0.052582143,0.362518365,0.19801548,-0.362955835,-0.12381259,0.086937134,0.24512886,-0.115101184,0.06069236,-0.076932821,-0.056861144,0.489438396,-0.285515045,0.346942121,-0.017171417,0.460156985,-0.033593983,-0.229175303,0.280659879,-0.067484517,-0.142386188,-0.056597144,-0.108991998,-0.299005287,0.252926064,0.218516774,0.242447087,0.141996256,0.126018976,-0.114864578,-0.188761308,-0.186590606,0.101894729,-0.016607792,-0.304929038,0.232992744,-0.083954144,-0.2525501,0.101451149,-0.231084314,-0.124100739,-0.068681683,-0.031815852,-0.423333131,-0.320419044,-0.286677032,-0.077418493,0.078581348,0.248631816,-0.27997976,-0.410146076,-0.127163763,-0.14791045,0.402020691,-0.419754728,-0.135077164,-0.067148989,0.281108882,-0.027127398,-0.007161353,0.317481462,-0.004712496,-0.543912371,0.491132033,-0.304861211,0.174952141,0.052217856,-0.193679822,-0.113725358,-0.350072944,-0.297873859,-0.388134221,-0.289980145,-0.421186236,-0.08500437,-0.162657932,0.068080362,0.10294338,0.399491289,0.154882798,0.182363471,0.020820624,-0.014697203,0.222826135,0.074988653,-0.248693988,0.20486225,0.011774041,0.049843623,-0.238549961,0.16087561,-0.127443253,-0.204405481,-0.297034131,0.292252705
and,-0.033570317,1,-0.23743456,0.119887119,-0.012107781,-0.0845592,0.176375314,-0.195160163,-0.079778451,0.064238923,0.169172632,-0.153958052,-0.106073222,0.38446987,-0.028373918,-0.029133187,-0.209242371,-0.264608307,0.134560476,-0.14044441,-0.02721293,-0.017521888,0.092611244,0.083257241,-0.14331781,0.325429034,-0.176085175,-0.102917441,-0.092474995,0.209457424,0.055013389,-0.082477055,-0.148450672,0.429005627,0.259839638,-0.066493984,0.116922363,-0.225234061,-0.261873923,0.247689534,-0.152614856,-0.146780459,-0.067398389,0.031581024,0.090690341,0.029843974,-0.097086482,0.337903617,-0.02069387,0.167435832,-0.236277751,0.130744839,-0.388290432,0.053786241,-0.016852644,0.071743138,-0.105162121,-0.161964029,0.120378462,-0.083084302,0.233879486,-0.217464934,0.030201746,0.125413472,-0.257846283,0.086374829,0.337168519,0.150625098,0.328090775,0.079712164,-0.135600664,-0.119110711,-0.046197036,-0.217468566,0.046345856,-0.041743181,-0.176225234,-0.149072847,0.094384746,-0.174406038,-0.076511445,0.022986945,0.109615106,-0.046003565,-0.11963493,0.125895766,0.051048992,0.146744885,0.127439487,-0.04531156,0.08601066,0.089735692,-0.133095042,0.09971358,0.032672539,0.060567726,0.071516841,-0.163304738,0.030280098,0.106002039,-0.188348137,0.173346608,-0.110807995,-0.204541783,0.040470128,-0.070836547,-0.147880864,0.148294832,0.332360208,-0.022600344,-0.01411229,0.108261942,-0.05704484,0.017055542,0.178346498,-0.09202961,-0.087726635,0.247524365,0.09511683,0.038047549,-0.009184343,0.12512771,-0.04197025,-0.232295196,0.126108403,0.09175081,-0.168129112,0.110059783,-0.021900521,-0.169961868,0.228989066,0.390501489,0.010103642,0.05697571,-0.12692567,0.029991147,-0.202415281,0.071609529,-0.048207154,0.026129699,0.053146346,0.006974012,0.360864334,0.195706461,0.042201266,-0.059484532,-0.234023749,-0.136485806,0.175620779,0.133095656,-0.082279372,-0.050872207,0.248774262,-0.032483976,0.001631754,0.214257161,-0.033684036,-0.285658121,0.045814459,0.144874605,0.192326,0.14254509,0.061216601,0.008626179,0.012155861,-0.016709693,0.140913802,-0.186114868,-0.100962051,-0.045762941,-0.092257199,0.313614423,0.107407129,-0.130758052,-0.059407665,0.134049996,0.131967636,0.205417431,-0.19972462,-0.163252204,0.025666909,-0.088667836,-0.249816196,-0.032615023,-0.018713373,0.235061999,-0.013440689,-0.049306138,-0.002512736,0.118214571,0.131859661,0.245568966,0.104485594,0.132388682,0.246949339,0.193533655,0.174530473,-0.093418732,0.021363509,-0.119035116,0.14660294,0.01731774,-0.086426297,0.115121868,0.163008454,0.001422659,-0.129074997,0.018347543,0.145120853,0.313248849,0.159313187,0.018474617,-0.061789439,-0.058367567,0.10470684,0.054793604
a,0.272057082,-0.23743456,1,-0.110145275,-0.331896805,-0.018510313,-0.189649805,-0.039709671,-0.045186738,-0.236575876,-0.220810829,0.404100656,0.046212746,-0.091104626,0.283969217,0.243234467,0.043190769,0.146461263,0.060769341,0.351771149,-0.035182175,-0.270916127,-0.174355953,-0.295523539,0.101432683,-0.102761418,-0.020773938,-0.164117435,-0.144269556,0.031268509,-0.070142196,0.036662758,-0.199244755,-0.012681283,-0.314329603,0.337522565,0.183313125,0.084481382,0.468577184,-0.22415535,0.021204729,0.406640847,0.045810999,0.39630816,0.093182603,-0.2546446,0.22711646,-0.383706232,-0.332743617,-0.166415418,0.400816213,-0.302603562,0.471861669,0.039663134,0.29187552,-0.311233857,0.421469627,-0.090809004,-0.053826528,0.105310745,-0.169306198,-0.162095107,-0.183660784,-0.370628314,0.111488856,-0.41965549,-0.379125549,0.053052112,-0.021040036,-0.218098454,-0.040394506,-0.001747725,0.193253966,0.109719295,-0.083440583,0.23037122,0.506109016,0.333491069,-0.210416983,0.002335327,0.084824492,-0.377763076,0.228368408,0.175755955,-0.074959911,0.141473764,0.10910321,-0.243244891,-0.278292038,0.343843965,0.201474147,-0.183936116,0.097140411,-0.002252482,0.012828965,0.345227413,-0.266939644,0.493209285,-0.092809766,0.080911132,0.389557813,-0.223668141,-0.143603624,0.405495617,-0.113253172,-0.176831323,0.229907218,-0.193453189,-0.48541361,-0.076454734,0.058418362,-0.203037671,0.381329385,0.054205651,0.278109877,0.137438705,0.054434836,0.020600124,-0.431298557,0.040320047,0.404690976,-0.103130819,0.287777944,0.269761681,-0.375137067,-0.14138713,0.291952387,0.513838287,-0.14495167,0.324934308,-0.111468813,-0.249301895,0.271617176,-0.372810717,0.125839976,-0.20940382,0.163138964,-0.20488643,-0.164734265,0.335548074,0.114421505,-0.308382621,-0.130332212,-0.177894416,-0.36538809,0.115372909,-0.009815531,0.233941556,0.389672253,-0.030102344,0.274102492,-0.099672217,-0.046689868,-0.015005834,0.162833314,-0.129533842,0.253096273,0.060961764,-0.461064736,0.002031556,-0.172626069,0.027276821,-0.167225721,-0.066166818,-0.399735079,-0.402494343,-0.221438148,0.048687629,0.087624596,0.228915719,-0.335335143,-0.285088961,-0.046828378,-0.229584936,0.422818248,-0.275678778,-0.203353912,-0.211323818,0.164647069,0.107326127,-0.055579689,0.121612125,0.146399214,-0.267020694,0.412855829,-0.390308896,0.429021222,0.012543188,-0.082409697,-0.246566244,-0.268255455,-0.29375424,-0.29669888,-0.151878854,-0.485430448,-0.129492942,-0.256848437,0.193427089,-0.02494234,0.47787731,-0.139196347,0.476662437,0.118378542,-0.044794311,-0.005236875,0.35261105,-0.077155654,0.011938338,-0.025987695,-0.002779714,-0.274788707,0.229906457,-0.24468592,-0.357753658,-0.116093363,0.273660988
to,-0.213286425,0.119887119,-0.110145275,1,0.07591156,-0.038022789,0.268445158,-0.039256489,0.103507245,0.203210962,0.188581892,-0.148613459,-0.124702296,0.147374072,0.034656742,-0.030954281,-0.200862318,-0.054270345,-0.012856275,-0.155999163,0.060493341,-0.071045176,0.166759377,-0.006834018,-0.315125975,-0.116559036,-0.183980043,-0.393639686,-0.112935147,0.048414695,0.505551838,0.440517389,0.079030286,-0.127251413,0.232296561,-0.085305879,-0.272777222,-0.271196958,-0.002366134,0.165459544,-0.35435479,-0.128555783,-0.184408409,-0.335381074,0.126769692,0.521756871,-0.093623862,0.134647143,-0.099657952,-0.243782471,-0.118508867,0.021435857,-0.019668164,0.041198118,0.104362026,-0.242157466,-0.051198545,-0.150965785,-0.311826753,-0.192534042,-0.097834342,0.177245839,-0.24072523,-0.064800374,-0.327351137,0.092474592,0.17478824,-0.12091757,-0.118693964,0.395583959,-0.162985529,0.099141594,-0.349638943,-0.024673517,0.023558322,-0.122809856,-0.114204438,0.012969708,-0.198430489,0.116151229,-0.204343848,-0.183247835,0.113360218,0.262082631,0.088704808,-0.288796714,0.11791276,-0.077875395,0.192896635,0.237129034,0.057162406,0.116639361,-0.010302009,0.107537387,0.034109565,-0.265055287,-0.226518877,-0.129361354,-0.201429243,-0.048018945,0.334047004,0.032581704,0.252471024,0.135237631,-0.013425473,0.056413367,0.082865284,0.081342095,0.168422843,-0.131478373,0.003817649,0.102571685,-0.482178602,-0.3320296,-0.343466524,-0.257060591,0.079163576,-0.140739292,-0.257526667,-0.087103872,-0.104700829,-0.045729577,-0.27261835,-0.062028046,0.12146225,-0.185304805,-0.277977541,-0.101401938,-0.086897784,-0.195010615,0.389546092,0.303013923,0.073427662,-0.107925927,-0.325417608,-0.162454615,-0.165459198,0.013061972,0.106136869,-0.371124474,0.151670731,-0.212237561,0.41252662,-0.156618332,-0.042311086,-0.379272879,0.047291946,-0.018913631,-0.222923563,-0.281106028,0.015547247,-0.00760836,0.032276546,-0.134320297,0.002725502,0.16064627,-0.004133938,-0.208753753,-0.079636988,0.091702112,-0.084491706,-0.074744953,-0.231660296,-0.194014591,-0.178645343,0.14656699,0.224545265,-0.388850162,-0.150366556,-0.364225811,-0.377302281,0.036851046,0.366688191,0.084534878,-0.318198837,0.211483392,-0.25922937,-0.229466167,-0.31716103,0.062732574,-0.149902362,-0.277889762,-0.101854248,0.011751937,-0.249481919,0.374680708,-0.097029555,-0.256131271,0.105878598,-0.048125083,-0.084851555,0.132145088,0.185614127,-0.117557418,0.217731206,0.348611966,0.053586979,-0.075953213,0.284105878,-0.362536,-0.127845535,-0.122835773,-0.506288113,0.419838646,-0.334195926,-0.204070746,-0.251815804,-0.166898704,-0.101211686,0.030508195,0.021533484,-0.235814811,0.131781703,-0.064499005,-0.09160166,-0.164953438
of,-0.190027495,-0.012107781,-0.331896805,0.07591156,1,0.094043345,0.287514905,0.106658266,0.040362859,0.390099646,0.251557585,-0.178354335,-0.034672974,0.002825926,-0.036175078,-0.263703645,0.140112299,0.017474322,-0.098601156,-0.203749324,0.004111549,0.130093912,0.369248139,0.26889482,-0.02107564,0.091151881,-0.024836518,0.156578013,0.133266249,-0.335598431,0.046671784,0.140819388,0.250675193,-0.132106059,0.214496368,-0.139743232,-0.22777697,-0.203004999,-0.050215426,0.130465209,-0.051415681,-0.216639284,0.014089001,-0.321604019,0.02897847,0.249672166,-0.221718887,0.325264642,0.112987363,-0.001849415,-0.268543277,0.344446653,0.124792029,0.122270734,0.064077644,0.186554967,-0.163156666,0.233789776,0.181285078,0.00363386,0.333862169,0.02461356,0.115739419,0.171899813,0.083997574,0.221751815,0.336264241,-0.081408314,0.094680739,0.331022879,0.25468461,0.454708988,0.019761196,0.145278512,0.055359012,0.021200056,-0.225121741,0.181914501,0.009655157,0.034756478,-0.14052845,0.16982361,-0.19365057,-0.100918074,0.127637452,-0.187083925,0.031650046,0.293963261,0.480533972,-0.148165596,0.149055155,0.246748633,0.188053367,0.026335006,0.290007865,-0.006776008,0.198709867,-0.089454147,-0.006761965,-0.005267668,-0.011079325,0.419181357,0.210125882,-0.184668299,0.01322928,0.27985616,0.050940019,0.093449918,0.395492715,-0.003855143,0.250387283,0.456679607,-0.116993684,-0.064424778,-0.119852301,0.325376403,0.041439903,-0.151322851,0.328250542,0.215031654,-0.03466898,-0.163770029,-0.289182087,-0.165526406,0.507594211,-0.102276012,-0.002217669,0.044040235,-0.120216239,-0.052985728,0.225002077,0.223737895,-0.158534487,0.049052642,-0.280541981,0.360141735,0.17796982,0.283928182,-0.225992469,-0.103200019,0.219789743,-0.051585199,0.184719394,-0.03388232,0.264878693,-0.103406713,-0.036743169,-0.124652661,-0.073487533,-0.232125898,0.063759915,0.113642765,0.124304129,0.144930463,-0.186912738,0.306097917,0.058612821,0.095790422,0.179089518,0.264639423,0.278500019,0.365525669,0.003138888,0.173675757,0.256864254,0.204201156,0.12644857,0.260602729,-0.020394668,-0.150551954,0.107177575,0.246235797,0.40188541,0.358355103,-0.069518523,0.491334314,0.351576063,-0.113442077,-0.240328641,0.099058825,0.057952633,-0.197708615,0.0067421,0.305124252,-0.195175031,0.477292278,-0.090610633,0.029123759,0.275522611,0.230221312,0.182966019,0.389449463,0.437559851,0.155933954,0.329918728,0.416299806,0.247528608,0.127432664,0.286819066,-0.02724313,0.016859225,-0.147058471,-0.099969067,-0.006693592,0.244571158,-0.048322238,-0.001265069,-0.165918783,0.437281679,0.106297826,0.338597463,-0.216178369,0.002014551,0.364770448,0.460726568,-0.186341014
was,-0.1080922,-0.0845592,-0.018510313,-0.038022789,0.094043345,1,-0.105898852,-0.186002497,-0.129058196,-0.000699651,-0.033633909,0.071290891,-0.100615235,-0.034100026,-0.200352278,-0.024310552,0.715923118,-0.115652162,-0.275312268,-0.216829398,-0.002888625,-0.141618363,-0.046145356,0.079557231,0.386679795,0.218511404,0.43628204,0.167997746,0.577721813,-0.127730282,0.218780237,0.136653186,-0.020179832,0.137032349,-0.034850124,0.022075676,-0.289616125,0.156652844,-0.069430412,-0.103155228,-0.021265551,-0.244638411,-0.30899052,-0.116703795,-0.005664536,0.375464239,-0.364954417,-0.074830718,-0.202396987,0.075478177,-0.342217828,0.007056315,0.087895711,0.113367209,0.017091251,0.196971609,-0.143243831,0.069662487,-0.242614532,0.055705739,-0.15047502,0.491351218,0.066159997,0.169820608,-0.254180414,0.013823869,0.077910373,0.07064837,0.339751798,0.194574774,0.290302316,0.046309141,0.190804129,0.167724886,0.308596428,-0.072924489,-0.333794558,0.205538519,0.125080428,0.358558109,0.091633329,-0.073654819,-0.164133693,0.008905411,-0.086446383,-0.11901974,-0.031689157,-0.175643783,0.123623812,-0.417169853,0.072310852,-0.09567796,0.364708216,-0.027135788,0.08686684,0.212374455,0.180503723,-0.273431302,-0.070224161,-0.067874363,-0.127313194,0.165966773,0.422601244,-0.075139798,-0.021762994,-0.361663385,0.196921164,0.09729144,0.028915445,0.170591112,-0.098385218,0.436322739,0.111206522,-0.037311216,-0.12532408,-0.046720149,0.398863949,0.085802958,0.304804444,0.276116055,-0.079436129,0.083730242,0.122109112,0.058414281,-0.027808675,0.064002359,0.106501925,0.150135965,0.165393143,0.061361765,-0.229895695,-0.206173831,-0.019588024,0.203816513,-0.068815869,-0.114500269,-0.003717708,-0.213547025,0.261008795,-0.073125898,0.132255533,0.162376166,-0.384884563,0.071326551,0.184338894,0.287352408,0.332868096,-0.050453877,-0.168951673,-0.157209308,0.11244699,-0.046249909,-0.273021987,0.06513544,-0.181133391,0.155602126,0.081711197,-0.092314087,0.265204523,-0.076279174,0.212979002,0.16811458,-0.138124356,0.201127361,0.131813223,0.083927709,-0.002797312,0.083615748,0.293160445,-0.141093831,0.158309559,-0.004797072,0.232766129,0.168367825,-0.165907636,-0.056330453,0.262013481,-0.026408643,-0.065301076,-0.072338524,0.362122793,-0.016589704,0.110436657,0.208408399,-0.212560845,0.078909665,0.043724771,-0.115149259,0.135933899,0.156916193,-0.172476286,0.18575726,0.223042057,0.236309444,0.074862951,0.013356454,0.195247275,-0.026457119,-0.111331806,-0.06370834,-0.054409216,0.1422554,0.242087489,0.001329783,0.028344014,0.052302161,0.152420616,-0.268997392,-0.137197025,0.043420212,0.354487394,0.253323774,0.043912764,0.155630786,0.225625616,-0.046644872
in,-0.293730402,0.176375314,-0.189649805,0.268445158,0.287514905,-0.105898852,1,-0.090234242,-0.145883778,0.695117649,0.545419702,-0.334441493,-0.266479367,0.566119733,-0.062901439,-0.188447683,-0.012512945,-0.146814024,0.178347788,-0.171073024,-0.029889774,-0.146924456,0.596508165,0.11801069,-0.159482208,0.213112885,0.053034952,-0.044650329,0.115341056,0.233392213,0.195322153,0.281215327,0.138409965,0.041638785,0.62364094,-0.341417334,-0.222655172,-0.269896273,-0.284077008,0.414340921,-0.19143861,-0.167887936,0.007928613,-0.378258075,0.326404767,0.304264345,-0.172206262,0.402505189,-0.105089231,-0.019960597,-0.26401119,0.539503325,-0.190193598,0.156986591,0.284013937,0.229594868,-0.322943348,0.263506541,0.332633613,0.14635816,0.461968421,0.11325651,0.223469147,0.283127281,-0.122552428,0.185084418,0.514348827,0.100813134,0.07644117,0.360108979,0.323639258,0.173473129,-0.078058557,0.056230338,0.111306459,0.232763241,-0.277561779,-0.184208961,0.051235707,-0.104236248,-0.298431407,0.113826263,0.047266772,-0.07320606,0.310344298,-0.072381937,0.192694455,0.44050458,0.474596885,-0.074258717,0.350343682,0.523937782,-0.085317312,0.231518339,0.504389458,-0.029351931,-0.015920889,-0.163326704,0.01535575,-0.146723823,-0.048095908,0.504731969,0.121974195,-0.335566556,-0.119216558,0.324548441,0.184499616,0.201353512,0.669385732,-0.059239642,0.311153444,0.320228938,-0.157989548,-0.026498207,-0.191057147,0.232659568,-0.007540927,-0.040349969,0.449547048,0.208017657,0.061389192,-0.140695569,-0.426603038,-0.149286504,0.441365732,0.011441975,-0.269958227,0.058678416,0.046903935,-0.251044728,0.307890099,0.570538425,-0.417290038,0.283102136,-0.417980139,0.308601465,-0.033516642,0.416639597,0.021288185,-0.212232675,0.347997295,-0.017491071,0.510447188,0.070728455,0.221046351,-0.229048488,-0.289632767,-0.393105592,0.161816948,-0.250432062,0.122985671,0.267406035,0.561608097,0.124112242,-0.114691344,0.616638251,0.126535561,-0.160847391,0.245343479,0.187338691,0.428545906,0.466468863,-0.064587009,0.291753169,0.314783736,0.295871293,0.56502522,0.01159847,0.008696198,-0.148336173,0.06099763,0.486186435,0.368121112,0.333171881,-0.175298163,0.539323901,0.264647099,0.094419743,-0.451797254,0.070163012,-0.095762566,-0.431061398,-0.084250148,0.468904647,-0.354587135,0.558427814,-0.174944465,0.148430293,0.398884325,0.299937118,0.444392207,0.535529249,0.435142434,0.393658505,0.596452369,0.48073454,0.320820956,0.027182087,0.188265045,-0.25543729,0.176374508,-0.207369299,-0.28933785,0.232477922,0.065807267,0.237289948,-0.074532161,-0.115033164,0.452260072,0.341127795,0.538385997,-0.201160202,0.165033535,0.340527352,0.549460737,-0.281912743
he,0.011719778,-0.195160163,-0.039709671,-0.039256489,0.106658266,-0.186002497,-0.090234242,1,0.276598195,-0.047456285,-0.266939239,0.095373759,0.625315565,-0.172002303,0.094338064,-0.038188667,-0.165475127,0.646776262,-0.063668961,-0.007959958,-0.067361059,0.637888816,-0.095522166,0.10881567,0.018830658,-0.220461234,-0.21565545,-0.017101287,-0.27199278,-0.092667471,-0.341855103,-0.318982223,-0.010214608,-0.279241015,-0.175884497,0.317211166,0.276865143,-0.002033819,-0.033311719,-0.118492864,-0.018599877,0.039960503,0.450670503,-0.043629271,-0.003471496,-0.194890266,0.27893284,0.191397338,0.609435161,-0.094533415,0.292002284,-0.144949735,0.0350995,-0.061226135,-0.087961562,-0.08888963,0.085378318,-0.094001126,0.188498967,0.197387429,-0.053302439,0.016881884,-0.148618295,0.019131647,0.26775443,-0.002563589,-0.195580231,-0.321928276,-0.408300196,-0.206774012,-0.082307784,0.026061446,-0.088186193,0.004303236,-0.279230161,0.253017519,0.093215683,0.24463768,-0.19788308,0.388843974,0.194728886,0.08509957,0.029064834,0.128477132,0.053548149,-0.123094856,-0.150909191,0.261904453,0.163736691,0.076646642,-0.03487864,0.01288674,-0.101903558,-0.31330402,-0.055684149,-0.025844033,0.251717272,0.17428094,-0.084000436,-0.00296161,-0.101719703,0.073293774,-0.200219947,-0.146355869,-0.207083157,0.145739747,-0.119892487,-0.225650886,-0.063172281,-0.275981436,0.304041567,-0.132824955,-0.031158399,-0.012256738,0.032312462,0.056878966,-0.033954378,-0.392923967,-0.066020523,-0.007791079,-0.153521864,0.072670078,0.201116946,-0.057324653,-0.001138428,-0.110114778,-0.220103939,-0.310265045,-0.211436173,-0.034908922,0.271550447,-0.090047958,0.217974182,0.285519104,0.202424362,0.215060324,-0.038706914,0.115989351,-0.123960642,0.183718935,-0.098883431,0.103291427,-0.171702417,-0.114747425,0.188259855,-0.177526258,0.214583796,0.155455447,-0.017364695,0.128877164,-0.100910678,-0.006012912,0.050999747,-0.152430869,0.052690275,-0.031042221,-0.386934113,0.143511678,0.177394185,-0.222925608,-0.047118058,0.120040805,-0.079654798,0.124791256,-0.080552556,0.373934475,-0.20992865,0.166608816,0.368431522,0.015037154,0.0964516,-0.075314067,-0.236671832,0.093432832,0.262378794,0.131938335,0.027942304,0.010273095,0.189892829,0.401567375,-0.170744729,0.078165468,0.085331231,-0.003294351,0.275839213,-0.211749275,0.110643437,-0.011446195,0.235377011,-0.106478365,-0.286325669,0.036566278,0.167623286,-0.11808154,-0.159495264,-0.361899818,-0.274376787,0.244313713,0.155091944,-0.076117441,0.167371912,0.053782149,-0.072196241,-0.080218272,-0.089966513,-0.104404071,-0.285427806,0.421466971,0.109332019,-0.209225527,-0.250642678,-0.190417108,-0.151310712,0.087607599,-0.077598522,0.291933532
you,0.1038489,-0.079778451,-0.045186738,0.103507245,0.040362859,-0.129058196,-0.145883778,0.276598195,1,-0.110325604,-0.20418033,-0.115123694,0.225545232,-0.073575564,-0.282450403,-0.032356824,0.01896349,0.158295614,0.045274114,-0.153911527,0.290854341,0.350967412,-0.120196593,0.023670116,0.102021762,-0.18550694,-0.121722497,0.047578869,-0.134988341,-0.085983434,-0.167091324,-0.03630913,-0.062227175,-0.258632691,-0.012261075,0.268639171,0.302252888,0.227557541,0.13429088,-0.086806675,0.095332447,0.183186259,0.094757799,-0.025104523,-0.283789207,-0.112862357,0.033333109,0.144328485,0.513476693,0.234083044,0.167424088,-0.048878503,0.269065132,-0.074715911,-0.11727822,-0.048408561,0.368216386,-0.069639284,0.059376374,-0.243734316,-0.314212489,-0.314078892,0.093021272,-0.088612741,0.07442762,-0.058052389,-0.096597228,-0.036501722,-0.298906588,-0.1620577,0.048406548,0.195872927,0.030143504,-0.02863493,-0.124383337,-0.092488405,0.345105806,0.063426879,-0.031961314,0.037187106,0.1387406,0.224958628,-0.052531287,0.133742265,0.195425526,-0.029982578,-0.320399209,-0.040663481,0.144868567,0.227875901,-0.11152803,0.066506585,0.022452283,-0.179233798,-0.238050937,-0.14714665,0.314052601,0.186796267,0.13831049,0.256858871,0.193125997,-0.247217427,-0.38090614,0.073129177,0.329493181,-0.085721712,0.020626104,0.069190089,-0.182726581,-0.096268772,0.148865217,0.028047595,0.038719166,0.069053395,-0.00631211,-0.123867252,-0.020989504,-0.045876117,-0.105841876,-0.020439611,-0.114743117,0.100361988,-0.18543656,-0.173605166,-0.070845072,-0.127015556,-0.071061856,-0.164738968,-0.044939068,0.164631955,0.296403012,0.003203921,0.275837641,-0.066878471,0.081060479,-0.042490754,0.173640573,0.019914052,-0.213282122,-0.105346465,-0.200215299,-0.018282085,0.028858464,-4.05E-05,-0.138662258,-0.175469205,-0.032155534,0.036503798,0.030667631,0.274924438,0.11361231,-0.098059008,0.045124526,0.135202344,0.07759646,-0.203571431,-0.168824937,0.158624144,-0.018137672,0.027087419,-0.138129657,-0.067051137,0.175212436,-0.141045214,-0.12764151,-0.16510936,-0.110380807,-0.037982813,-0.045231578,0.069517943,-0.04587393,-0.188388552,-0.055319773,-0.113638467,-0.034610855,-0.062065917,-0.246724869,-0.036240224,0.229117154,-0.116531195,0.024115219,0.276761181,0.15152751,-0.19036989,0.405978713,0.054578716,0.179857965,0.080326711,0.107966659,-0.152243887,-0.132628155,-0.41757236,-0.093539892,-0.286027259,-0.235706655,-0.206751803,-0.031199708,-0.070281799,0.172675557,-0.041705697,-0.231487613,-0.004784882,-0.148909287,0.050683474,-0.2487867,-0.224053816,-0.124975416,0.182755766,-0.179093767,-0.168023451,-0.278367728,-0.105667488,-0.212521138,-0.016746833,-0.178379735,0.063961302
