"","id","degree"
"1",51699,12.9779310789195
"2",51700,10.5647890892357
"3",51701,4.99573980757249
"4",51702,7.21068812129169
"5",51703,4.35258046570095
"6",51704,13.500810523587
"7",51705,11.6969974317306
"8",51706,15.5185453221095
"9",51707,13.9851273654847
"10",51708,0.405960828196419
"11",51709,14.0473968782525
"12",51710,5.55635644198023
"13",51711,1.15210861362067
"14",51712,3.7815942269601
"15",51713,6.71872526940057
"16",51714,10.108866451307
"17",51715,5.20526783303466
"18",51716,0.527147870866086
"19",51717,5.14326404557396
"20",51718,16.8851782119627
"21",51719,4.4345201652135
"22",51720,16.6130141858454
"23",51721,9.85993364755468
"24",51722,11.4182004490412
"25",51723,5.89159989667899
"26",51724,6.94654745830873
"27",51725,14.007609880761
"28",51726,14.1042246630639
"29",51727,17.021131083291
"30",51728,1.72606605348685
"31",51729,7.52549472744977
"32",51730,7.75778852657854
"33",51731,5.57294728282436
"34",51732,1.99888857845529
"35",51733,1.80833506318889
"36",51734,0.785360165775647
"37",51735,0.134068680667007
"38",51736,0.249062132173323
"39",51737,1.45258509891259
"40",51738,0.963652942596231
"41",51739,11.3348878496814
"42",51740,0.856543260261873
"43",51741,4.15274332722533
"44",51742,2.77710211269629
"45",51743,5.94351711886455
"46",51744,8.67735086035957
"47",51745,11.6688296384091
"48",51746,3.99147513834757
"49",51747,6.37127192954548
"50",51748,6.62589305965181
"51",51749,2.30280114447479
"52",51750,7.81007992026982
"53",51751,1.93840445425827
"54",51752,2.04457752922659
"55",51753,7.4989241664972
"56",51754,5.72213620437752
"57",51755,7.02255569133589
"58",51756,8.41871658305437
"59",51757,1.27424864523371
"60",51758,1.76010896514548
"61",51759,9.14040904611064
"62",51760,1.3271724825671
"63",51761,13.7287902025849
"64",51762,15.1462592418112
"65",51763,6.32531220608802
"66",51764,0.841563559822554
"67",51765,0.48518417096267
"68",51766,7.6119030912318
"69",51767,8.99300045338417
"70",51768,6.19643707056863
"71",51769,16.1692849546059
"72",51770,5.60810432885929
"73",51771,9.71193227689564
"74",51772,4.96963530248874
"75",51773,8.80569880620741
"76",51774,13.7571944454252
"77",51775,1.17017013529338
"78",51776,0.297741976020482
"79",51777,13.6783985931143
"80",51778,4.34464707684839
"81",51779,17.0267922785753
"82",51780,0.498116931406025
"83",51781,5.96138007519551
"84",51782,10.1526715697041
"85",51783,12.8909750092261
"86",51784,11.5039598129227
"87",51785,4.12604778994561
"88",51786,6.59419767292124
"89",51787,9.01774472071429
"90",51788,9.18585271573907
"91",51789,11.9385317226659
"92",51790,14.3993613224111
"93",51791,7.3571339483118
"94",51792,10.4743399745109
"95",51793,14.3500043836486
"96",51794,8.73158499466237
"97",51795,NA
"98",51796,5.49713747490264
"99",51797,0.754080578573114
"100",51798,5.041062201921
"101",51799,3.86499611349063
"102",51800,3.23552113445954
"103",51801,10.3453624685254
"104",51802,15.4751970700626
"105",51803,4.37359572203932
"106",51804,7.13168552237912
"107",51805,4.35702025335279
"108",51806,4.89190806639442
"109",51807,7.56323779809369
"110",51808,9.75913903246747
"111",51809,3.80126808210117
"112",51810,3.21197616433115
"113",51811,8.90028771181322
"114",51812,1.99236938625016
"115",51813,15.3045704059565
"116",51814,1.00812882753391
"117",51815,5.75158886462287
"118",51816,9.2148144668207
"119",51817,6.69043782368098
"120",51818,0.588571735031
"121",51819,4.92114134151584
"122",51820,4.38352902894785
"123",51821,3.54418039971983
"124",51822,1.84285718183792
"125",51823,11.9702335022231
"126",51824,0.649438456167436
"127",51825,10.6605684265736
"128",51826,0.0343674010177231
"129",51827,5.85307840592801
"130",51828,1.65389103673093
"131",51829,5.50951005240298
"132",51830,12.2905806339013
"133",51831,0.661937938900563
"134",51832,2.68131181006814
"135",51833,1.70464017418901
"136",51834,2.26245740180527
"137",51835,0.54343099725517
"138",51836,2.09772444559943
"139",51837,3.92224077017179
"140",51838,3.85411359955691
"141",51839,1.4960091843039
"142",51840,9.49300039500856
"143",51841,6.77850916792834
"144",51842,11.6089329430996
"145",51843,0.779093175632016
"146",51844,1.28890824364572
"147",51845,2.57589323534311
"148",51846,1.11340681420289
"149",51847,0.308340819455425
"150",51848,1.58962391989172
"151",51849,9.27812477606141
"152",51850,9.97452542975763
"153",51851,0.987654583641378
"154",51852,2.04779576712161
"155",51853,11.3856180685796
"156",51854,6.1335194036025
"157",51855,0.774166666264838
"158",51856,7.55207097355489
"159",51857,2.09447404231186
"160",51858,4.58745609598488
"161",51859,14.0148360283506
"162",51860,2.49599017687109
"163",51861,1.98304945060603
"164",51862,4.39465932573565
"165",51863,15.7083504108407
"166",51864,10.0347889932458
"167",51865,1.01865133926587
"168",51866,9.87615975429554
