CUE, TARGET, NORMED?, #G, #P, FSG
DATE, RAPE, YES,142,3,0.021
DATE, BOOK, YES,142,2,0.014
DATE, COUPLE, YES,142,2,0.014
DATE, DINNER, YES,142,2,0.014
DATE, FIRST, YES,142,2,0.014
DATE, FUN, YES,142,2,0.014
DATE, JANUARY, NO,142,2,0.014
DATE, MAN, YES,142,2,0.014
DATE, MOVIE, YES,142,2,0.014
DATE, NUT, YES,142,2,0.014
DATE, WEDDING, YES,142,2,0.014
DAUGHTER, SON, YES,144,64,0.444
DAUGHTER, MOTHER, YES,144,19,0.132
DAUGHTER, SISTER, YES,144,13,0.09
DAUGHTER, FATHER, YES,144,6,0.042
DAUGHTER, GIRL, YES,144,6,0.042
DAUGHTER, CHILD, YES,144,5,0.035
DAUGHTER, BROTHER, YES,144,3,0.021
DAUGHTER, MOM, YES,144,3,0.021
DAUGHTER, BABY, YES,144,2,0.014
DAUGHTER, FAMILY, YES,144,2,0.014
DAUGHTER, FEMALE, YES,144,2,0.014
DAUGHTER, LOVING, YES,144,2,0.014
DAUGHTER, WIFE, YES,144,2,0.014
DAWN, DUSK, YES,163,74,0.454
DAWN, MORNING, YES,163,34,0.206
DAWN, SUN, YES,163,14,0.085
DAWN, SUNRISE, YES,163,10,0.061
DAWN, DAY, YES,163,6,0.036
DAWN, DAYBREAK, NO,163,5,0.03
DAWN, EARLY, YES,163,5,0.03
DAWN, SUNSET, YES,163,5,0.03
DAWN, DARK, YES,163,2,0.012
DAWN, NIGHT, YES,163,2,0.012
DAWN, SUNSHINE, YES,163,2,0.012
DAY, NIGHT, YES,138,113,0.819
DAY, LIGHT, YES,138,3,0.022
DAY, SUN, YES,138,3,0.022
DAY, TIME, YES,138,3,0.022
DAY, WEEK, YES,138,3,0.022
DAY, BREAK, YES,138,2,0.014
DAYS, NIGHTS, NO,152,56,0.368
DAYS, WEEKS, NO,152,41,0.27
DAYS, LONG, YES,152,5,0.033
DAYS, LIVES, NO,152,4,0.026
DAYS, MONDAY, YES,152,4,0.026
DAYS, SOAP OPERA, NO,152,4,0.026
DAYS, INN, YES,152,3,0.02
DAYS, SEVEN, YES,152,3,0.02
DAYS, SUNNY, YES,152,3,0.02
DAYS, HOURS, YES,152,2,0.013
DAYS, SUN, YES,152,2,0.013
DAYS, YEARS, YES,152,2,0.013
DEAD, ALIVE, YES,133,53,0.398
DEAD, GONE, YES,133,8,0.06
DEAD, COLD, YES,133,4,0.03
DEAD, FUNERAL, YES,133,4,0.03
DEAD, ASLEEP, YES,133,3,0.023
DEAD, BURY, YES,133,3,0.023
DEAD, END, YES,133,3,0.023
DEAD, GRAVE, YES,133,3,0.023
DEAD, SAD, YES,133,3,0.023
DEAD, STILL, YES,133,3,0.023
DEAD, ANIMAL, YES,133,2,0.015
DEAD, CEMETERY, YES,133,2,0.015
DEAD, DECEASED, NO,133,2,0.015
DEAD, DIE, YES,133,2,0.015
DEAD, DUCK, YES,133,2,0.015
DEAD, HEAVEN, YES,133,2,0.015
DEAD, LIFE, YES,133,2,0.015
DEAD, SILENCE, YES,133,2,0.015
DEADLY, POISON, YES,146,26,0.178
DEADLY, DANGEROUS, YES,146,14,0.096
DEADLY, LETHAL, NO,146,8,0.055
DEADLY, SNAKE, YES,146,8,0.055
DEADLY, FATAL, NO,146,7,0.048
DEADLY, KILL, YES,146,6,0.041
DEADLY, SIN, YES,146,6,0.041
DEADLY, DEATH, YES,146,5,0.034
DEADLY, GUN, YES,146,5,0.034
DEADLY, LIVELY, NO,146,5,0.034
DEADLY, SCARY, YES,146,5,0.034
DEADLY, MURDER, YES,146,4,0.027
DEADLY, WEAPON, YES,146,3,0.021
DEADLY, ACCIDENT, YES,146,2,0.014
DEADLY, ALIVE, YES,146,2,0.014
DEADLY, DANGER, YES,146,2,0.014
DEADLY, DRUGS, YES,146,2,0.014
DEADLY, HARMFUL, YES,146,2,0.014
DEADLY, INTENTION, NO,146,2,0.014
DEADLY, KILLER, YES,146,2,0.014
DEAF, HEAR, YES,140,33,0.236
DEAF, BLIND, YES,140,24,0.171
DEAF, DUMB, YES,140,15,0.107
DEAF, EAR, YES,140,11,0.079
DEAF, MUTE, YES,140,10,0.071
DEAF, SILENCE, YES,140,8,0.057
DEAF, QUIET, YES,140,4,0.029
DEAF, WHAT, YES,140,4,0.029
DEAF, CHILD, YES,140,3,0.021
DEAF, SIGN, YES,140,3,0.021
DEAF, AUDIBLE, NO,140,2,0.014
DEAF, HEARING AID, NO,140,2,0.014
DEAF, LISTEN, YES,140,2,0.014
DEAF, LOUD, YES,140,2,0.014
DEAF, PERSON, YES,140,2,0.014
DEAF, SOUND, YES,140,2,0.014
DEAL, CARDS, YES,142,39,0.275
DEAL, MONEY, YES,142,15,0.106
DEAL, AGREEMENT, YES,142,6,0.042
DEAL, SHUFFLE, NO,142,5,0.035
DEAL, BARGAIN, YES,142,4,0.028
DEAL, MAKE, YES,142,4,0.028
DEAL, COMPROMISE, NO,142,3,0.021
DEAL, DRUGS, YES,142,3,0.021
DEAL, POKER, YES,142,3,0.021
DEAL, WITH, YES,142,3,0.021
DEAL, CAR, YES,142,2,0.014
DEAL, CONTRACT, YES,142,2,0.014
DEAL, COPE, NO,142,2,0.014
DEAL, GREAT, YES,142,2,0.014
DEAL, HAND, YES,142,2,0.014
DEAL, HANDSHAKE, NO,142,2,0.014
DEAL, NEW, YES,142,2,0.014
DEAL, SELL, YES,142,2,0.014
DEAL, WHEEL, YES,142,2,0.014
DEATH, LIFE, YES,128,35,0.273
DEATH, DIE, YES,128,10,0.079
DEATH, SAD, YES,128,9,0.07
DEATH, END, YES,128,6,0.048
DEATH, BURIAL, YES,128,4,0.032
DEATH, BIRTH, YES,128,3,0.024
DEATH, HEAVEN, YES,128,3,0.024
DEATH, WISH, YES,128,3,0.024
DEATH, ALIVE, YES,128,2,0.016
DEATH, BLACK, YES,128,2,0.016
DEATH, BURY, YES,128,2,0.016
DEATH, DREAD, NO,128,2,0.016
DEATH, FUNERAL, YES,128,2,0.016
DEATH, GRAVE, YES,128,2,0.016
DEATH, WARRANT, NO,128,2,0.016
DEBATE, ARGUE, YES,146,69,0.473
DEBATE, FIGHT, YES,146,19,0.13
DEBATE, TALK, YES,146,9,0.062
DEBATE, ARGUMENT, YES,146,8,0.055
DEBATE, DISCUSS, YES,146,5,0.034
DEBATE, TEAM, YES,146,3,0.021
DEBATE, SCHOOL, YES,146,2,0.014
DEBATE, SPEECH, YES,146,2,0.014
DEBATE, VOTE, YES,146,2,0.014
DEBT, OWE, YES,124,57,0.46
DEBT, MONEY, YES,124,23,0.183
DEBT, PAYMENT, YES,124,8,0.063
DEBT, BILL, YES,124,5,0.04
DEBT, LOAN, YES,124,3,0.024
DEBT, LOSS, YES,124,3,0.024
DEBT, PAY, YES,124,3,0.024
DEBT, BROKE, YES,124,2,0.016
DEBT, CREDIT, YES,124,2,0.016
DECADE, YEAR, YES,148,57,0.385
DECADE, TEN, YES,148,50,0.338
DECADE, CENTURY, YES,148,22,0.149
DECADE, TIME, YES,148,4,0.027
DECADE, ERA, YES,148,2,0.014
DECADE, LONG, YES,148,2,0.014
DECADE, OLD, YES,148,2,0.014
DECAY, ROT, YES,99,36,0.364
DECAY, TOOTH, YES,99,16,0.162
DECAY, DECOMPOSE, YES,99,6,0.061
DECAY, DIE, YES,99,6,0.061
DECAY, OLD, YES,99,6,0.061
DECAY, FORGET, YES,99,4,0.04
DECAY, DETERIORATE, YES,99,3,0.03
DECAY, ERODE, YES,99,2,0.02
DECEIT, LIE, YES,147,32,0.215
DECEIT, CHEAT, YES,147,10,0.067
DECEIT, HATE, YES,147,7,0.047
DECEIT, BAD, YES,147,5,0.034
DECEIT, FOOL, YES,147,5,0.034
DECEIT, TRICK, YES,147,5,0.034
DECEIT, BETRAY, YES,147,3,0.02
DECEIT, EVIL, YES,147,3,0.02
DECEIT, HONEST, YES,147,3,0.02
DECEIT, LIAR, YES,147,3,0.02
DECEIT, STEAL, YES,147,3,0.02
DECEIT, CONCEIT, YES,147,2,0.013
DECEIT, DECEPTION, YES,147,2,0.013
DECEIT, MEAN, YES,147,2,0.013
DECEIT, SLY, YES,147,2,0.013
DECEIVE, LIE, YES,150,48,0.32
DECEIVE, TRICK, YES,150,23,0.153
DECEIVE, BETRAY, YES,150,7,0.047
DECEIVE, CHEAT, YES,150,6,0.04
DECEIVE, MOVIE, YES,150,5,0.033
DECEIVE, FALSE, YES,150,4,0.027
DECEIVE, FOOL, YES,150,4,0.027
DECEIVE, WRONG, YES,150,3,0.02
DECEIVE, DISTRUST, NO,150,2,0.013
DECEIVE, HATE, YES,150,2,0.013
DECEIVE, HURT, YES,150,2,0.013
DECEIVE, MISLEAD, NO,150,2,0.013
DECENCY, NICE, YES,195,18,0.092
DECENCY, GOOD, YES,195,16,0.082
DECENCY, MORALITY, NO,195,14,0.072
DECENCY, PROPER, YES,195,9,0.046
DECENCY, GOODNESS, YES,195,7,0.036
DECENCY, MANNERS, YES,195,6,0.031
DECENCY, RESPECT, YES,195,6,0.031
DECENCY, CLEAN, YES,195,5,0.026
DECENCY, EXPOSURE, NO,195,5,0.026
DECENCY, ACCEPTABLE, NO,195,4,0.021
DECENCY, CONSIDERATE, NO,195,4,0.021
DECENCY, INDECENT, NO,195,4,0.021
DECENCY, NORMALITY, NO,195,4,0.021
DECENCY, POLITE, YES,195,4,0.021
DECENCY, RIGHT, YES,195,4,0.021
DECENCY, CLASS, YES,195,3,0.015
DECENCY, CLOTHES, YES,195,3,0.015
DECENCY, HONEST, YES,195,3,0.015
DECENCY, HONOR, YES,195,3,0.015
DECENCY, MODESTY, NO,195,3,0.015
DECENCY, APPROPRIATE, NO,195,2,0.01
DECENCY, BEHAVE, NO,195,2,0.01
DECENCY, GENTLEMAN, YES,195,2,0.01
DECENCY, KIND, YES,195,2,0.01
DECENCY, MORAL, YES,195,2,0.01
DECENCY, OBSCENE, NO,195,2,0.01
DECENCY, PROUD, YES,195,2,0.01
DECENCY, STYLE, YES,195,2,0.01
DECEPTION, LIE, YES,130,45,0.346
DECEPTION, TRICK, YES,130,9,0.069
DECEPTION, CHEAT, YES,130,5,0.038
DECEPTION, DECEIT, YES,130,5,0.038
DECEPTION, HONESTY, YES,130,4,0.031
DECEPTION, SNEAK, YES,130,4,0.031
DECEPTION, CRUEL, YES,130,3,0.023
DECEPTION, DECEIVE, YES,130,3,0.023
DECEPTION, EVIL, YES,130,3,0.023
DECEPTION, BETRAYAL, NO,130,2,0.015
DECEPTION, CONFUSION, YES,130,2,0.015
DECEPTION, CRIME, YES,130,2,0.015
DECEPTION, FAKE, YES,130,2,0.015
DECEPTION, FOOL, YES,130,2,0.015
DECEPTION, LIAR, YES,130,2,0.015
DECEPTION, MASK, YES,130,2,0.015
DECEPTION, PERCEPTION, YES,130,2,0.015
DECEPTION, SPY, YES,130,2,0.015
DECIDE, CHOOSE, YES,148,21,0.142
DECIDE, DECISION, YES,148,17,0.115
DECIDE, THINK, YES,148,13,0.088
DECIDE, CHOICE, YES,148,10,0.068
DECIDE, KNOW, YES,148,8,0.054
DECIDE, UNDECIDED, YES,148,6,0.041
DECIDE, CONFUSION, YES,148,5,0.034
DECIDE, DETERMINE, YES,148,4,0.027
DECIDE, PROBLEM, YES,148,4,0.027
DECIDE, CONCLUDE, YES,148,3,0.02
DECIDE, DEBATE, YES,148,3,0.02
DECIDE, HARD, YES,148,2,0.014
DECIDE, JUDGE, YES,148,2,0.014
DECIDE, MIND, YES,148,2,0.014
DECISION, CHOICE, YES,196,58,0.296
DECISION, MAKE, YES,196,15,0.077
DECISION, DECIDE, YES,196,11,0.056
DECISION, THINK, YES,196,8,0.041
DECISION, ANSWER, YES,196,4,0.02
DECISION, FINAL, YES,196,4,0.02
DECISION, TOUGH, YES,196,4,0.02
DECISION, CONCLUSION, YES,196,3,0.015
DECISION, DIFFICULT, YES,196,3,0.015
DECISION, GOOD, YES,196,3,0.015
DECISION, HARD, YES,196,3,0.015
DECISION, IMPORTANT, YES,196,3,0.015
DECISION, MIND, YES,196,3,0.015
DECISION, RIGHT, YES,196,3,0.015
DECISION, DEBATE, YES,196,2,0.01
DECISION, FATE, YES,196,2,0.01
DECISION, IDEA, YES,196,2,0.01
DECISION, INDECISIVE, NO,196,2,0.01
DECISION, OPINION, YES,196,2,0.01
DECISION, REASON, YES,196,2,0.01
DECISION, WANT, YES,196,2,0.01
DECK, BOAT, YES,142,29,0.204
DECK, SHIP, YES,142,18,0.127
DECK, CARD, YES,142,13,0.092
DECK, HALL, YES,142,9,0.063
DECK, WATER, YES,142,7,0.049
DECK, WOOD, YES,142,7,0.049
DECK, DOCK, YES,142,6,0.042
DECK, POOL, YES,142,6,0.042
DECK, PORCH, YES,142,5,0.035
DECK, SHOE, YES,142,5,0.035
DECK, FLOOR, YES,142,3,0.021
DECK, HIT, YES,142,3,0.021
DECK, SUN, YES,142,3,0.021
DECK, CHAIR, YES,142,2,0.014
DECK, PUNCH, YES,142,2,0.014
DECLINE, NO, YES,153,29,0.19
DECLINE, DOWN, YES,153,16,0.105
DECLINE, FALL, YES,153,13,0.085
DECLINE, ACCEPT, YES,153,7,0.046
DECLINE, REFUSE, YES,153,7,0.046
DECLINE, INCLINE, YES,153,6,0.039
DECLINE, LOWER, YES,153,6,0.039
DECLINE, DENY, YES,153,5,0.033
DECLINE, DECREASE, YES,153,4,0.026
DECLINE, INCREASE, YES,153,4,0.026
DECLINE, REJECT, YES,153,4,0.026
DECLINE, TURN DOWN, NO,153,4,0.026
DECLINE, SLOPE, YES,153,3,0.02
DECLINE, DROP, YES,153,2,0.013
DECLINE, FAIL, YES,153,2,0.013
DECLINE, GIVE, YES,153,2,0.013
DECLINE, RECLINE, NO,153,2,0.013
DECOMPOSE, ROT, YES,150,29,0.193
DECOMPOSE, DEAD, YES,150,19,0.127
DECOMPOSE, DIE, YES,150,10,0.067
DECOMPOSE, DECAY, YES,150,9,0.06
DECOMPOSE, BODY, YES,150,8,0.053
DECOMPOSE, COMPOSE, YES,150,7,0.047
DECOMPOSE, DEATH, YES,150,6,0.04
DECOMPOSE, DETERIORATE, YES,150,6,0.04
DECOMPOSE, BREAKDOWN, NO,150,5,0.033
DECOMPOSE, COMPOST, NO,150,3,0.02
DECOMPOSE, DESTROY, YES,150,3,0.02
DECOMPOSE, DISSOLVE, YES,150,3,0.02
DECOMPOSE, TRASH, YES,150,3,0.02
DECOMPOSE, WASTE, YES,150,3,0.02
DECOMPOSE, DEGRADE, YES,150,2,0.013
DECOMPOSE, DISAPPEAR, YES,150,2,0.013
DECOMPOSE, DISINTEGRATE, YES,150,2,0.013
DECOMPOSE, ERODE, YES,150,2,0.013
DECOMPOSE, GARBAGE, YES,150,2,0.013
DECOMPOSE, SMELL, YES,150,2,0.013
DECORATE, PRETTY, YES,180,14,0.078
DECORATE, ROOM, YES,180,12,0.067
DECORATE, DESIGN, YES,180,10,0.056
DECORATE, PARTY, YES,180,10,0.056
DECORATE, CAKE, YES,180,9,0.05
DECORATE, COLOR, YES,180,9,0.05
DECORATE, FIX, YES,180,8,0.044
DECORATE, HOUSE, YES,180,7,0.039
DECORATE, PAINT, YES,180,7,0.039
DECORATE, BEAUTIFY, NO,180,6,0.033
DECORATE, CHRISTMAS, YES,180,6,0.033
DECORATE, FURNISH, NO,180,6,0.033
DECORATE, ADORN, YES,180,5,0.028
DECORATE, INTERIOR, YES,180,5,0.028
DECORATE, APARTMENT, YES,180,4,0.022
DECORATE, CHANGE, YES,180,4,0.022
DECORATE, TREE, YES,180,4,0.022
DECORATE, ARRANGE, NO,180,3,0.017
DECORATE, HOME, YES,180,3,0.017
DECORATE, REMODEL, NO,180,3,0.017
DECORATE, CREATE, YES,180,2,0.011
DECORATE, EMBELLISH, NO,180,2,0.011
DECORATE, FURNITURE, YES,180,2,0.011
DECORATE, IMPROVE, NO,180,2,0.011
DECORATE, WALL, YES,180,2,0.011
DECORATION, PARTY, YES,147,30,0.204
DECORATION, PRETTY, YES,147,16,0.109
DECORATION, CHRISTMAS, YES,147,9,0.061
DECORATION, COLOR, YES,147,6,0.041
DECORATION, DESIGN, YES,147,6,0.041
DECORATION, ORNAMENT, YES,147,5,0.034
DECORATION, TREE, YES,147,5,0.034
DECORATION, CAKE, YES,147,4,0.027
DECORATION, HOLIDAY, YES,147,4,0.027
DECORATION, BALLOON, YES,147,3,0.02
DECORATION, FESTIVE, NO,147,3,0.02
DECORATION, FLOWERS, YES,147,3,0.02
DECORATION, ARMY, YES,147,2,0.014
DECORATION, CREATIVE, YES,147,2,0.014
DECORATION, FANCY, YES,147,2,0.014
DECORATION, HOUSE, YES,147,2,0.014
DECORATION, NICE, YES,147,2,0.014
DECORATION, STREAMERS, NO,147,2,0.014
DECORATION, WALL, YES,147,2,0.014
DECORATION, WEDDING, YES,147,2,0.014
DECREASE, INCREASE, YES,153,80,0.523
DECREASE, LESS, YES,153,20,0.131
DECREASE, LOWER, YES,153,9,0.059
DECREASE, SLOW, YES,153,4,0.026
DECREASE, SMALL, YES,153,3,0.02
DECREASE, BUDGET, YES,153,2,0.013
DECREASE, DOWN, YES,153,2,0.013
DECREASE, REDUCE, YES,153,2,0.013
DECREASE, TAKE AWAY, NO,153,2,0.013
DECREASE, TEMPERATURE, YES,153,2,0.013
DEEP, SHALLOW, YES,150,46,0.307
DEEP, OCEAN, YES,150,16,0.107
DEEP, WATER, YES,150,15,0.1
DEEP, SEA, YES,150,9,0.06
DEEP, BLUE, YES,150,6,0.04
DEEP, DOWN, YES,150,5,0.033
DEEP, LOW, YES,150,5,0.033
DEEP, FAR, YES,150,4,0.027
DEEP, SLEEP, YES,150,4,0.027
DEEP, PURPLE, YES,150,3,0.02
DEEP, BELOW, YES,150,2,0.013
DEEP, DARK, YES,150,2,0.013
DEEP, DEPTH, YES,150,2,0.013
DEER, DOE, YES,144,19,0.132
DEER, ANIMAL, YES,144,18,0.125
DEER, ANTLER, YES,144,10,0.069
DEER, FOREST, YES,144,8,0.056
DEER, CROSS, YES,144,6,0.042
DEER, FAWN, YES,144,6,0.042
DEER, BAMBI, NO,144,5,0.035
DEER, BUCK, YES,144,5,0.035
DEER, HUNTING, YES,144,4,0.028
DEER, RUN, YES,144,4,0.028
DEER, CAR, YES,144,3,0.021
DEER, HUNTER, NO,144,3,0.021
DEER, RUDOLPH, NO,144,3,0.021
DEER, VENISON, NO,144,3,0.021
DEER, ANTELOPE, YES,144,2,0.014
DEER, GUN, YES,144,2,0.014
DEER, REINDEER, YES,144,2,0.014
DEER, WOODS, YES,144,2,0.014
DEFEAT, LOSE, YES,180,52,0.289
DEFEAT, WIN, YES,180,41,0.228
DEFEAT, BEAT, YES,180,36,0.2
DEFEAT, VICTORY, YES,180,7,0.039
DEFEAT, CONQUER, YES,180,6,0.033
DEFEAT, WAR, YES,180,4,0.022
DEFEAT, BATTLE, YES,180,2,0.011
DEFEAT, FAIL, YES,180,2,0.011
DEFEAT, LOSER, YES,180,2,0.011
DEFEND, PROTECT, YES,145,33,0.228
DEFEND, FIGHT, YES,145,18,0.124
DEFEND, HELP, YES,145,10,0.069
DEFEND, LAWYER, YES,145,6,0.041
DEFEND, OFFEND, YES,145,6,0.041
DEFEND, COUNTRY, YES,145,5,0.034
DEFEND, COURT, YES,145,3,0.021
DEFEND, RIGHTS, YES,145,3,0.021
DEFEND, STAND, YES,145,3,0.021
DEFEND, ARMY, YES,145,2,0.014
DEFEND, BATTLE, YES,145,2,0.014
DEFEND, CRIMINAL, YES,145,2,0.014
DEFEND, HONOR, YES,145,2,0.014
DEFEND, KILL, YES,145,2,0.014
DEFEND, PROSECUTE, YES,145,2,0.014
DEFEND, SUPPORT, YES,145,2,0.014
DEFEND, WAR, YES,145,2,0.014
DEFENSE, OFFENSE, YES,145,43,0.297
DEFENSE, FOOTBALL, YES,145,9,0.062
DEFENSE, PROTECT, YES,145,9,0.062
DEFENSE, FIGHT, YES,145,8,0.055
DEFENSE, ARMY, YES,145,6,0.041
DEFENSE, LAWYER, YES,145,6,0.041
DEFENSE, ATTORNEY, YES,145,4,0.028
DEFENSE, KARATE, NO,145,4,0.028
DEFENSE, MECHANISM, NO,145,4,0.028
DEFENSE, DEFEND, YES,145,3,0.021
DEFENSE, GUILTY, YES,145,3,0.021
DEFENSE, GUN, YES,145,3,0.021
DEFENSE, USA, YES,145,3,0.021
DEFENSE, AGAINST, YES,145,2,0.014
DEFENSE, COURT, YES,145,2,0.014
DEFENSE, GUARD, YES,145,2,0.014
DEFENSE, HELP, YES,145,2,0.014
DEFENSE, WEAPON, YES,145,2,0.014
DEFINE, DICTIONARY, YES,144,22,0.153
DEFINE, EXPLAIN, YES,144,19,0.132
DEFINE, WORD, YES,144,19,0.132
DEFINE, VOCABULARY, YES,144,6,0.042
DEFINE, DEFINITION, YES,144,5,0.035
DEFINE, DESCRIBE, YES,144,5,0.035
DEFINE, CLARIFY, YES,144,4,0.028
DEFINE, TALL, YES,144,4,0.028
DEFINE, KNOW, YES,144,3,0.021
DEFINE, ANALYZE, YES,144,2,0.014
DEFINE, ANSWER, YES,144,2,0.014
DEFINE, DISTINGUISH, NO,144,2,0.014
DEFINE, LOOKING UP, NO,144,2,0.014
DEFINE, SAY, YES,144,2,0.014
DEFINE, SPECIFY, NO,144,2,0.014
DEFINE, SPELL, YES,144,2,0.014
DEFINE, TERM, YES,144,2,0.014
DEFINITION, MEANING, YES,140,32,0.229
DEFINITION, EXPLAIN, YES,140,28,0.2
DEFINITION, WORD, YES,140,24,0.171
DEFINITION, DICTIONARY, YES,140,16,0.114
DEFINITION, DESCRIBE, YES,140,8,0.057
DEFINITION, UNDERSTAND, YES,140,4,0.029
DEFINITION, ANSWER, YES,140,2,0.014
DEFINITION, REASON, YES,140,2,0.014
DEFINITION, TERM, YES,140,2,0.014
DEFROST, THAW, YES,148,22,0.149
DEFROST, COLD, YES,148,15,0.101
DEFROST, MELT, YES,148,13,0.088
DEFROST, WARM, YES,148,12,0.081
DEFROST, ICE, YES,148,11,0.074
DEFROST, REFRIGERATOR, YES,148,9,0.061
DEFROST, FROZEN, YES,148,8,0.054
DEFROST, FREEZE, YES,148,7,0.047
DEFROST, HEAT, YES,148,7,0.047
DEFROST, SNOW, YES,148,6,0.041
DEFROST, CAR, YES,148,5,0.034
DEFROST, CLEAR, YES,148,5,0.034
DEFROST, FOG, YES,148,4,0.027
DEFROST, COOK, YES,148,3,0.02
DEFROST, FREEZER, YES,148,3,0.02
DEFROST, MICROWAVE, YES,148,3,0.02
DEFROST, WINDSHIELD, YES,148,3,0.02
DEFROST, WINDOW, YES,148,2,0.014
DEGRADE, PUT DOWN, YES,148,32,0.216
DEGRADE, LOWER, YES,148,14,0.095
DEGRADE, EMBARRASS, YES,148,6,0.041
DEGRADE, INSULT, YES,148,6,0.041
DEGRADE, DEMEAN, NO,148,5,0.034
DEGRADE, HUMILIATE, YES,148,5,0.034
DEGRADE, UPGRADE, NO,148,5,0.034
DEGRADE, BELITTLE, NO,148,3,0.02
DEGRADE, DOWN, YES,148,3,0.02
DEGRADE, LESSEN, NO,148,3,0.02
DEGRADE, CRITICIZE, YES,148,2,0.014
DEGRADE, CRUEL, YES,148,2,0.014
DEGRADE, CUT, YES,148,2,0.014
DEGRADE, HATE, YES,148,2,0.014
DEGRADE, HURT, YES,148,2,0.014
DEGRADE, MEAN, YES,148,2,0.014
DEGRADE, MEN, YES,148,2,0.014
DEGRADE, PERSON, YES,148,2,0.014
DEGRADE, PRAISE, YES,148,2,0.014
DEGRADE, SHAME, YES,148,2,0.014
DEGREE, COLLEGE, YES,146,24,0.164
DEGREE, TEMPERATURE, YES,146,23,0.158
DEGREE, SCHOOL, YES,146,11,0.075
DEGREE, DIPLOMA, YES,146,8,0.055
DEGREE, HOT, YES,146,8,0.055
DEGREE, BACHELOR, NO,146,5,0.034
DEGREE, DEODORANT, YES,146,5,0.034
DEGREE, DOCTORAL, NO,146,5,0.034
DEGREE, HEAT, YES,146,5,0.034
DEGREE, EDUCATION, YES,146,4,0.027
DEGREE, MASTERS, NO,146,4,0.027
DEGREE, ANGLE, YES,146,3,0.021
DEGREE, MAJOR, YES,146,3,0.021
DEGREE, AMOUNT, YES,146,2,0.014
DEGREE, CELSIUS, YES,146,2,0.014
DEGREE, GRADUATE, YES,146,2,0.014
DEGREE, WORK, YES,146,2,0.014
DELAY, WAIT, YES,152,36,0.237
DELAY, LATE, YES,152,16,0.105
DELAY, STOP, YES,152,10,0.066
DELAY, SLOW, YES,152,9,0.059
DELAY, TIME, YES,152,9,0.059
DELAY, POSTPONE, NO,152,6,0.039
DELAY, STALL, YES,152,5,0.033
DELAY, PAUSE, YES,152,4,0.026
DELAY, PROCRASTINATE, NO,152,4,0.026
DELAY, HOLD UP, NO,152,3,0.02
DELAY, REACTION, YES,152,3,0.02
DELAY, START, YES,152,3,0.02
DELAY, ACTION, YES,152,2,0.013
DELAY, AIRPLANE, YES,152,2,0.013
DELAY, AIRPORT, YES,152,2,0.013
DELAY, GAME, YES,152,2,0.013
DELAY, HESITATE, YES,152,2,0.013
DELAY, HURRY, YES,152,2,0.013
DELAY, LONG, YES,152,2,0.013
DELAY, ON TIME, NO,152,2,0.013
DELAY, PROLONG, NO,152,2,0.013
DELAY, RAIN, YES,152,2,0.013
DELAY, SHORT, YES,152,2,0.013
DELICATE, FRAGILE, YES,154,44,0.286
DELICATE, SOFT, YES,154,16,0.104
DELICATE, BREAKABLE, YES,154,6,0.039
DELICATE, FLOWER, YES,154,6,0.039
DELICATE, GENTLE, YES,154,6,0.039
DELICATE, SILK, YES,154,5,0.032
DELICATE, LACE, YES,154,4,0.026
DELICATE, BABY, YES,154,3,0.019
DELICATE, FABRIC, YES,154,3,0.019
DELICATE, FRAIL, YES,154,3,0.019
DELICATE, HARD, YES,154,3,0.019
DELICATE, BREAK, YES,154,2,0.013
DELICATE, CHINA, YES,154,2,0.013
DELICATE, GIRL, YES,154,2,0.013
DELICATE, GLASS, YES,154,2,0.013
DELICATE, LADY, YES,154,2,0.013
DELICATE, LIGHT, YES,154,2,0.013
DELICATE, ROUGH, YES,154,2,0.013
DELICATE, SMALL, YES,154,2,0.013
DELICATE, STRONG, YES,154,2,0.013
DELICATE, VASE, YES,154,2,0.013
DELICATE, WOOLITE, NO,154,2,0.013
DELICIOUS, TASTY, YES,146,36,0.247
DELICIOUS, GOOD, YES,146,32,0.219
DELICIOUS, FOOD, YES,146,25,0.171
DELICIOUS, YUMMY, YES,146,15,0.103
DELICIOUS, SCRUMPTIOUS, NO,146,4,0.027
DELICIOUS, APPLE, YES,146,2,0.014
DELICIOUS, AROMA, YES,146,2,0.014
DELICIOUS, CANDY, YES,146,2,0.014
DELICIOUS, EAT, YES,146,2,0.014
DELICIOUS, EDIBLE, NO,146,2,0.014
DELICIOUS, ICE CREAM, YES,146,2,0.014
DELICIOUS, SWEET, YES,146,2,0.014
DELIGHT, HAPPY, YES,196,72,0.367
DELIGHT, JOY, YES,196,26,0.133
DELIGHT, FUN, YES,196,14,0.071
DELIGHT, ENJOY, YES,196,8,0.041
DELIGHT, GOOD, YES,196,6,0.031
DELIGHT, PLEASURE, YES,196,6,0.031
DELIGHT, FOOD, YES,196,3,0.015
DELIGHT, ICE CREAM, YES,196,3,0.015
DELIGHT, LAUGH, YES,196,3,0.015
DELIGHT, NICE, YES,196,3,0.015
DELIGHT, SMILE, YES,196,3,0.015
DELIGHT, AFTERNOON, YES,196,2,0.01
DELIGHT, EXCITE, NO,196,2,0.01
DELIGHT, LIKE, YES,196,2,0.01
DELIGHT, PLEASANT, YES,196,2,0.01
DELIGHT, SEX, YES,196,2,0.01
DELIGHT, SUNDAE, NO,196,2,0.01
DELIGHT, THRILL, NO,196,2,0.01
