CUE, TARGET, NORMED?, #G, #P, FSG
VERSE, RECITE, NO,147,2,0.014
VERSE, REFRAIN, YES,147,2,0.014
VERSE, VISE, NO,147,2,0.014
VESSEL, SHIP, YES,144,50,0.347
VESSEL, BOAT, YES,144,24,0.167
VESSEL, BLOOD, YES,144,13,0.09
VESSEL, SUBMARINE, YES,144,6,0.042
VESSEL, VASE, YES,144,4,0.028
VESSEL, TANK, YES,144,3,0.021
VESSEL, BARGE, NO,144,2,0.014
VESSEL, CONTAINER, YES,144,2,0.014
VESSEL, CRAFT, YES,144,2,0.014
VESSEL, VEHICLE, YES,144,2,0.014
VESSEL, VEIN, YES,144,2,0.014
VEST, JACKET, YES,140,42,0.3
VEST, SUIT, YES,140,22,0.157
VEST, SHIRT, YES,140,20,0.143
VEST, CLOTHES, YES,140,11,0.079
VEST, COAT, YES,140,10,0.071
VEST, BULLET, YES,140,3,0.021
VEST, SWEATER, YES,140,3,0.021
VEST, TIE, YES,140,3,0.021
VEST, PANTS, YES,140,2,0.014
VET, DOG, YES,146,43,0.295
VET, ANIMAL, YES,146,40,0.274
VET, DOCTOR, YES,146,17,0.116
VET, PET, YES,146,16,0.11
VET, VIETNAM, NO,146,7,0.048
VET, CAT, YES,146,6,0.041
VET, VETERAN, YES,146,2,0.014
VET, WAR, YES,146,2,0.014
VETERAN, WAR, YES,148,66,0.446
VETERAN, ARMY, YES,148,16,0.108
VETERAN, OLD, YES,148,14,0.095
VETERAN, EXPERIENCE, YES,148,6,0.041
VETERAN, SOLDIER, YES,148,6,0.041
VETERAN, ANIMALS, YES,148,5,0.034
VETERAN, MILITARY, YES,148,4,0.027
VETERAN, HERO, YES,148,2,0.014
VICE, SQUAD, YES,148,18,0.122
VICE, GRIP, YES,148,17,0.115
VICE, PRESIDENT, YES,148,15,0.101
VICE, COPS, NO,148,14,0.095
VICE, HABIT, YES,148,13,0.088
VICE, POLICE, YES,148,13,0.088
VICE, MIAMI, NO,148,10,0.068
VICE, VERSA, NO,148,6,0.041
VICE, BAD, YES,148,4,0.027
VICE, SMOKING, YES,148,3,0.02
VICE, TOOLS, YES,148,3,0.02
VICE, EVIL, YES,148,2,0.014
VICE, SECOND, YES,148,2,0.014
VICTIM, RAPE, YES,132,24,0.182
VICTIM, CRIME, YES,132,12,0.091
VICTIM, MURDER, YES,132,11,0.083
VICTIM, DEATH, YES,132,7,0.053
VICTIM, INNOCENT, YES,132,7,0.053
VICTIM, PAIN, YES,132,5,0.038
VICTIM, ABUSE, YES,132,4,0.03
VICTIM, KILLER, YES,132,4,0.03
VICTIM, MURDERER, YES,132,4,0.03
VICTIM, HURT, YES,132,3,0.023
VICTIM, ACCUSE, YES,132,2,0.015
VICTIM, BAD, YES,132,2,0.015
VICTIM, BLOOD, YES,132,2,0.015
VICTIM, CRIMINAL, YES,132,2,0.015
VICTIM, HELPLESS, NO,132,2,0.015
VICTIM, HOMICIDE, NO,132,2,0.015
VICTIM, JAIL, YES,132,2,0.015
VICTIM, SAD, YES,132,2,0.015
VICTIM, SOCIETY, YES,132,2,0.015
VICTIM, SURVIVOR, NO,132,2,0.015
VICTOR, WINNER, YES,145,73,0.503
VICTOR, WIN, YES,145,17,0.115
VICTOR, LOSER, YES,145,10,0.068
VICTOR, NAME, YES,145,10,0.068
VICTOR, VICTORIA, NO,145,5,0.034
VICTOR, MAN, YES,145,4,0.027
VICTOR, CHAMPION, YES,145,3,0.02
VICTOR, GUY, YES,145,2,0.014
VICTOR, LOSE, YES,145,2,0.014
VICTOR, SUCCESS, YES,145,2,0.014
VICTOR, VICTORY, YES,145,2,0.014
VICTOR, WAR, YES,145,2,0.014
VICTORY, WIN, YES,146,55,0.377
VICTORY, DEFEAT, YES,146,28,0.192
VICTORY, WINNER, YES,146,6,0.041
VICTORY, CHAMPION, YES,146,5,0.034
VICTORY, LOSE, YES,146,4,0.027
VICTORY, SOCCER, YES,146,3,0.021
VICTORY, WAR, YES,146,3,0.021
VICTORY, BATTLE, YES,146,2,0.014
VICTORY, CONQUEST, YES,146,2,0.014
VICTORY, FOOTBALL, YES,146,2,0.014
VICTORY, GREAT, YES,146,2,0.014
VICTORY, TRIUMPH, YES,146,2,0.014
VIDEO, MOVIE, YES,151,39,0.258
VIDEO, CAMERA, YES,151,19,0.126
VIDEO, TAPE, YES,151,12,0.079
VIDEO, TELEVISION, YES,151,12,0.079
VIDEO, GAME, YES,151,9,0.06
VIDEO, VCR, NO,151,9,0.06
VIDEO, RECORDER, NO,151,8,0.053
VIDEO, MUSIC, YES,151,5,0.033
VIDEO, PLAYER, YES,151,5,0.033
VIDEO, SHOW, YES,151,3,0.02
VIDEO, CASSETTE, NO,151,2,0.013
VIDEO, FILM, YES,151,2,0.013
VIDEO, MONITOR, NO,151,2,0.013
VIDEO, RENT, YES,151,2,0.013
VIDEO, STORE, YES,151,2,0.013
VIDEO, WATCH, YES,151,2,0.013
VIEW, LOOK, YES,146,20,0.137
VIEW, SEE, YES,146,16,0.11
VIEW, SIGHT, YES,146,14,0.096
VIEW, OPINION, YES,146,8,0.055
VIEW, SCENE, YES,146,8,0.055
VIEW, WINDOW, YES,146,7,0.048
VIEW, TELEVISION, YES,146,6,0.041
VIEW, POINT, YES,146,5,0.034
VIEW, BEAUTIFUL, YES,146,4,0.027
VIEW, MOUNTAIN, YES,146,4,0.027
VIEW, ROOM, YES,146,4,0.027
VIEW, LANDSCAPE, YES,146,3,0.021
VIEW, REAR, YES,146,3,0.021
VIEW, BLIND, YES,146,2,0.014
VIEW, EYE, YES,146,2,0.014
VIEW, LOOKOUT, NO,146,2,0.014
VIEW, NICE, YES,146,2,0.014
VIEW, OUTLOOK, NO,146,2,0.014
VIKING, SHIP, YES,152,31,0.204
VIKING, MINNESOTA, NO,152,13,0.086
VIKING, BOAT, YES,152,6,0.039
VIKING, FOOTBALL, YES,152,6,0.039
VIKING, HORNS, NO,152,5,0.033
VIKING, PIRATE, YES,152,5,0.033
VIKING, HAGAAR, NO,152,4,0.026
VIKING, PRINCESS, YES,152,4,0.026
VIKING, WARRIOR, YES,152,4,0.026
VIKING, DISCOVER, YES,152,3,0.02
VIKING, HELMET, YES,152,3,0.02
VIKING, NORWAY, NO,152,3,0.02
VIKING, SAILOR, YES,152,3,0.02
VIKING, SOLDIER, YES,152,3,0.02
VIKING, THOR, NO,152,3,0.02
VIKING, BUC, NO,152,2,0.013
VIKING, ERIK, NO,152,2,0.013
VIKING, KING, YES,152,2,0.013
VIKING, OLD, YES,152,2,0.013
VIKING, PIONEER, NO,152,2,0.013
VILLAGE, TOWN, YES,147,43,0.293
VILLAGE, HOUSE, YES,147,15,0.102
VILLAGE, PEOPLE, YES,147,9,0.061
VILLAGE, HUT, YES,147,7,0.048
VILLAGE, SMALL, YES,147,7,0.048
VILLAGE, SQUARE, YES,147,6,0.041
VILLAGE, HOME, YES,147,4,0.027
VILLAGE, APARTMENT, YES,147,3,0.02
VILLAGE, CITY, YES,147,3,0.02
VILLAGE, COMMUNITY, YES,147,3,0.02
VILLAGE, INN, YES,147,3,0.02
VILLAGE, DISNEY, NO,147,2,0.014
VILLAGE, INDIAN, YES,147,2,0.014
VILLAGE, MOUNTAIN, YES,147,2,0.014
VILLAGE, PEASANT, NO,147,2,0.014
VILLAIN, BAD, YES,140,45,0.321
VILLAIN, EVIL, YES,140,21,0.15
VILLAIN, HERO, YES,140,19,0.136
VILLAIN, CRIMINAL, YES,140,9,0.064
VILLAIN, ROBBER, YES,140,9,0.064
VILLAIN, MEAN, YES,140,8,0.057
VILLAIN, BLACK, YES,140,4,0.029
VILLAIN, SCOUNDREL, NO,140,3,0.021
VILLAIN, JOKER, YES,140,2,0.014
VILLAIN, MOVIE, YES,140,2,0.014
VILLAIN, VAMPIRE, YES,140,2,0.014
VINE, GRAPE, YES,147,89,0.605
VINE, WINE, YES,147,17,0.114
VINE, PLANT, YES,147,5,0.034
VINE, IVY, YES,147,3,0.02
VINE, JUNGLE, YES,147,3,0.02
VINE, TARZAN, YES,147,3,0.02
VINE, YARD, YES,147,3,0.02
VINE, BRANCH, YES,147,2,0.013
VINE, CLIMB, YES,147,2,0.013
VINE, GREEN, YES,147,2,0.013
VINE, LEAF, YES,147,2,0.013
VINE, ROPE, YES,147,2,0.013
VINEGAR, OIL, YES,145,53,0.363
VINEGAR, SOUR, YES,145,15,0.103
VINEGAR, SALT, YES,145,10,0.068
VINEGAR, SMELL, YES,145,8,0.055
VINEGAR, WATER, YES,145,8,0.055
VINEGAR, WINE, YES,145,8,0.055
VINEGAR, BITTER, YES,145,7,0.048
VINEGAR, ACID, YES,145,4,0.027
VINEGAR, SALAD, YES,145,4,0.027
VINEGAR, DRESSING, YES,145,3,0.021
VINEGAR, DOUCHE, NO,145,2,0.014
VINEGAR, NASTY, YES,145,2,0.014
VIOLA, VIOLIN, YES,153,51,0.333
VIOLA, INSTRUMENT, YES,153,20,0.131
VIOLA, FLOWER, YES,153,9,0.059
VIOLA, MUSIC, YES,153,6,0.039
VIOLA, CELLO, YES,153,3,0.02
VIOLA, HERE, YES,153,3,0.02
VIOLA, VIOLET, YES,153,3,0.02
VIOLA, DONE, YES,153,2,0.013
VIOLA, GIRL, YES,153,2,0.013
VIOLA, GUITAR, YES,153,2,0.013
VIOLA, NAME, YES,153,2,0.013
VIOLA, ORCHESTRA, YES,153,2,0.013
VIOLA, PLAY, YES,153,2,0.013
VIOLA, SOUND, YES,153,2,0.013
VIOLA, STRINGS, NO,153,2,0.013
VIOLATION, TICKET, YES,150,34,0.227
VIOLATION, LAW, YES,150,23,0.153
VIOLATION, TRAFFIC, YES,150,10,0.067
VIOLATION, POLICE, YES,150,7,0.047
VIOLATION, RAPE, YES,150,7,0.047
VIOLATION, CRIME, YES,150,5,0.033
VIOLATION, OFFENSE, YES,150,5,0.033
VIOLATION, WRONG, YES,150,5,0.033
VIOLATION, COP, YES,150,4,0.027
VIOLATION, PARKING, YES,150,3,0.02
VIOLATION, AGAINST, YES,150,2,0.013
VIOLATION, ARREST, YES,150,2,0.013
VIOLATION, BAD, YES,150,2,0.013
VIOLATION, FINE, YES,150,2,0.013
VIOLATION, ILLEGAL, YES,150,2,0.013
VIOLATION, JAIL, YES,150,2,0.013
VIOLATION, MISTAKE, YES,150,2,0.013
VIOLATION, PRIVACY, NO,150,2,0.013
VIOLATION, RIGHTS, YES,150,2,0.013
VIOLATION, RULE, YES,150,2,0.013
VIOLATION, TROUBLE, YES,150,2,0.013
VIOLENCE, GUN, YES,153,16,0.105
VIOLENCE, CRIME, YES,153,12,0.078
VIOLENCE, FIGHT, YES,153,11,0.072
VIOLENCE, DEATH, YES,153,8,0.052
VIOLENCE, BLOOD, YES,153,7,0.046
VIOLENCE, LOS ANGELES, YES,153,7,0.046
VIOLENCE, GANG, YES,153,6,0.039
VIOLENCE, KILL, YES,153,6,0.039
VIOLENCE, PEACE, YES,153,6,0.039
VIOLENCE, WAR, YES,153,6,0.039
VIOLENCE, MURDER, YES,153,5,0.033
VIOLENCE, RAPE, YES,153,5,0.033
VIOLENCE, DESTRUCTION, YES,153,4,0.026
VIOLENCE, DANGER, YES,153,3,0.02
VIOLENCE, HURT, YES,153,3,0.02
VIOLENCE, POLICE, YES,153,3,0.02
VIOLENCE, RAGE, YES,153,3,0.02
VIOLENCE, TELEVISION, YES,153,3,0.02
VIOLENCE, EVIL, YES,153,2,0.013
VIOLENCE, FEAR, YES,153,2,0.013
VIOLENCE, RIOT, YES,153,2,0.013
VIOLENT, CRIME, YES,127,14,0.11
VIOLENT, ANGRY, YES,127,12,0.094
VIOLENT, ANGER, YES,127,6,0.047
VIOLENT, MAD, YES,127,6,0.047
VIOLENT, STORM, YES,127,6,0.047
VIOLENT, CALM, YES,127,5,0.039
VIOLENT, FIGHT, YES,127,5,0.039
VIOLENT, MEAN, YES,127,5,0.039
VIOLENT, PURPLE, YES,127,3,0.024
VIOLENT, AGGRESSIVE, YES,127,2,0.016
VIOLENT, BAD, YES,127,2,0.016
VIOLENT, CRUEL, YES,127,2,0.016
VIOLENT, FLOWER, YES,127,2,0.016
VIOLENT, GENTLE, YES,127,2,0.016
VIOLENT, GUN, YES,127,2,0.016
VIOLENT, HARM, YES,127,2,0.016
VIOLENT, HIT, YES,127,2,0.016
VIOLENT, PASSIVE, YES,127,2,0.016
VIOLENT, PEACEFUL, YES,127,2,0.016
VIOLENT, PUNCH, YES,127,2,0.016
VIOLENT, RADICAL, NO,127,2,0.016
VIOLENT, RAGE, YES,127,2,0.016
VIOLENT, ROUGH, YES,127,2,0.016
VIOLENT, TELEVISION, YES,127,2,0.016
VIOLET, PURPLE, YES,144,58,0.403
VIOLET, FLOWER, YES,144,32,0.222
VIOLET, ROSE, YES,144,14,0.097
VIOLET, RED, YES,144,9,0.062
VIOLET, COLOR, YES,144,8,0.056
VIOLET, BLUE, YES,144,6,0.042
VIOLET, FEM, NO,144,2,0.014
VIOLIN, MUSIC, YES,156,58,0.372
VIOLIN, GUITAR, YES,156,16,0.103
VIOLIN, STRING, YES,156,16,0.103
VIOLIN, CELLO, YES,156,11,0.071
VIOLIN, INSTRUMENT, YES,156,10,0.064
VIOLIN, PLAY, YES,156,10,0.064
VIOLIN, FIDDLE, YES,156,8,0.051
VIOLIN, BOW, YES,156,4,0.026
VIOLIN, VIOLA, YES,156,4,0.026
VIOLIN, PIANO, YES,156,3,0.019
VIOLIN, BASS, YES,156,2,0.013
VIOLIN, ORCHESTRA, YES,156,2,0.013
VIRGIN, SEX, YES,153,16,0.105
VIRGIN, PURE, YES,153,15,0.098
VIRGIN, MARY, YES,153,13,0.085
VIRGIN, GIRL, YES,153,10,0.065
VIRGIN, WHITE, YES,153,10,0.065
VIRGIN, INNOCENT, YES,153,7,0.046
VIRGIN, MADONNA, NO,153,7,0.046
VIRGIN, ISLANDS, NO,153,6,0.039
VIRGIN, ME, YES,153,4,0.026
VIRGIN, SLUT, NO,153,4,0.026
VIRGIN, YOUNG, YES,153,4,0.026
VIRGIN, CHILD, YES,153,3,0.02
VIRGIN, NOT, YES,153,3,0.02
VIRGIN, OLIVE OIL, NO,153,3,0.02
VIRGIN, PRUDE, NO,153,3,0.02
VIRGIN, WHORE, NO,153,3,0.02
VIRGIN, ANGEL, YES,153,2,0.013
VIRGIN, FIRST, YES,153,2,0.013
VIRGIN, NAIVE, YES,153,2,0.013
VIRGIN, RELIGION, YES,153,2,0.013
VIRGIN, UNTOUCHED, NO,153,2,0.013
VIRGIN, WOMAN, YES,153,2,0.013
VIRTUE, GOODNESS, YES,195,32,0.164
VIRTUE, PATIENCE, YES,195,21,0.108
VIRTUE, VALUE, YES,195,14,0.072
VIRTUE, MORALS, YES,195,11,0.056
VIRTUE, TRUTH, YES,195,11,0.056
VIRTUE, BELIEF, YES,195,6,0.031
VIRTUE, HONOR, YES,195,5,0.026
VIRTUE, VIRGIN, YES,195,5,0.026
VIRTUE, HONESTY, YES,195,4,0.021
VIRTUE, STRENGTH, YES,195,4,0.021
VIRTUE, CHARACTERISTIC, YES,195,3,0.015
VIRTUE, CHASTE, NO,195,3,0.015
VIRTUE, CLEAN, YES,195,3,0.015
VIRTUE, GIFT, YES,195,3,0.015
VIRTUE, INNOCENCE, YES,195,3,0.015
VIRTUE, VICE, YES,195,3,0.015
VIRTUE, ACTION, YES,195,2,0.01
VIRTUE, ATTRIBUTE, NO,195,2,0.01
VIRTUE, INTELLIGENCE, YES,195,2,0.01
VIRTUE, LOVE, YES,195,2,0.01
VIRTUE, PURE, YES,195,2,0.01
VIRTUE, QUALITY, YES,195,2,0.01
VIRUS, SICK, YES,151,53,0.351
VIRUS, COLD, YES,151,29,0.192
VIRUS, FLU, YES,151,19,0.126
VIRUS, DISEASE, YES,151,16,0.106
VIRUS, ILL, YES,151,5,0.033
VIRUS, GERM, YES,151,4,0.026
VIRUS, ILLNESS, YES,151,4,0.026
VIRUS, FEVER, YES,151,3,0.02
VIRUS, BACTERIA, YES,151,2,0.013
VIRUS, BUG, YES,151,2,0.013
VIRUS, DOCTOR, YES,151,2,0.013
VIRUS, INFECTION, YES,151,2,0.013
VIRUS, V.D., NO,151,2,0.013
VISION, SIGHT, YES,184,43,0.234
VISION, EYE, YES,184,42,0.228
VISION, SEE, YES,184,26,0.141
VISION, QUEST, YES,184,22,0.12
VISION, BLIND, YES,184,7,0.038
VISION, BAD, YES,184,5,0.027
VISION, GLASSES, YES,184,4,0.022
VISION, GOOD, YES,184,4,0.022
VISION, WORKS, NO,184,4,0.022
VISION, BLUR, YES,184,3,0.016
VISION, HEARING, YES,184,3,0.016
VISION, POOR, YES,184,2,0.011
VISIT, SEE, YES,147,26,0.177
VISIT, FRIEND, YES,147,21,0.143
VISIT, RELATIVE, YES,147,10,0.068
VISIT, VACATION, YES,147,9,0.061
VISIT, FAMILY, YES,147,8,0.054
VISIT, LEAVE, YES,147,8,0.054
VISIT, TRIP, YES,147,8,0.054
VISIT, HELLO, YES,147,4,0.027
VISIT, GRANDMA, YES,147,3,0.02
VISIT, HOME, YES,147,3,0.02
VISIT, DOCTOR, YES,147,2,0.014
VISIT, FELLOWSHIP, NO,147,2,0.014
VISIT, HOSPITAL, YES,147,2,0.014
VISIT, LOYAL, YES,147,2,0.014
VISIT, MEET, YES,147,2,0.014
VISIT, TALK, YES,147,2,0.014
VISITOR, GUEST, YES,148,54,0.365
VISITOR, FRIEND, YES,148,28,0.189
VISITOR, RELATIVE, YES,148,9,0.061
VISITOR, HOSPITAL, YES,148,6,0.041
VISITOR, STRANGER, YES,148,6,0.041
VISITOR, COMPANY, YES,148,5,0.034
VISITOR, PATIENT, YES,148,5,0.034
VISITOR, HOME, YES,148,4,0.027
VISITOR, PASS, YES,148,4,0.027
VISITOR, TOURIST, YES,148,4,0.027
VISITOR, WELCOME, YES,148,3,0.02
VISITOR, NEW, YES,148,2,0.014
VISITOR, RESIDENT, NO,148,2,0.014
VITAMIN, C, NO,146,29,0.199
VITAMIN, HEALTHY, YES,146,26,0.178
VITAMIN, PILL, YES,146,19,0.13
VITAMIN, B, NO,146,12,0.082
VITAMIN, A, YES,146,10,0.068
VITAMIN, MINERAL, YES,146,9,0.062
VITAMIN, D, NO,146,5,0.034
VITAMIN, NUTRITION, NO,146,4,0.027
VITAMIN, NUTRIENT, NO,146,3,0.021
VITAMIN, PROTEIN, YES,146,3,0.021
VITAMIN, SUPPLEMENT, NO,146,3,0.021
VITAMIN, ENERGY, YES,146,2,0.014
VITAMIN, GOOD, YES,146,2,0.014
VITAMIN, HELP, YES,146,2,0.014
VIVID, CLEAR, YES,148,34,0.23
VIVID, COLOR, YES,148,23,0.155
VIVID, BRIGHT, YES,148,18,0.122
VIVID, IMAGINATION, YES,148,14,0.095
VIVID, REAL, YES,148,7,0.047
VIVID, ALIVE, YES,148,5,0.034
VIVID, DREAM, YES,148,4,0.027
VIVID, RED, YES,148,3,0.02
VIVID, UNCLEAR, YES,148,3,0.02
VIVID, NATURAL, YES,148,2,0.014
VIVID, STRONG, YES,148,2,0.014
VOCABULARY, WORDS, YES,150,76,0.507
VOCABULARY, DICTIONARY, YES,150,12,0.08
VOCABULARY, ENGLISH, YES,150,11,0.073
VOCABULARY, SPELLING, NO,150,6,0.04
VOCABULARY, LANGUAGE, YES,150,4,0.027
VOCABULARY, SMALL, YES,150,4,0.027
VOCABULARY, EXTENSIVE, NO,150,3,0.02
VOCABULARY, INTELLIGENCE, YES,150,3,0.02
VOCABULARY, LARGE, YES,150,3,0.02
VOCABULARY, BOOK, YES,150,2,0.013
VOCABULARY, LIMITED, NO,150,2,0.013
VOCABULARY, LINGO, NO,150,2,0.013
VOCABULARY, SCHOOL, YES,150,2,0.013
VOCABULARY, SPEECH, YES,150,2,0.013
VOCABULARY, TEST, YES,150,2,0.013
VODKA, DRINK, YES,145,27,0.186
VODKA, DRUNK, YES,145,18,0.124
VODKA, ALCOHOL, YES,145,17,0.117
VODKA, ORANGE JUICE, YES,145,12,0.083
VODKA, GIN, YES,145,11,0.076
VODKA, LIQUOR, YES,145,10,0.069
VODKA, ABSOLUT, NO,145,5,0.034
VODKA, RUM, YES,145,5,0.034
VODKA, TONIC, YES,145,5,0.034
VODKA, MARTINI, NO,145,4,0.028
VODKA, RUSSIA, YES,145,4,0.028
VODKA, BOTTLE, YES,145,3,0.021
VODKA, SMIRNOFF, NO,145,3,0.021
VODKA, STOLI, NO,145,3,0.021
VODKA, BEER, YES,145,2,0.014
VODKA, ICE, YES,145,2,0.014
VODKA, WHISKEY, YES,145,2,0.014
VOICE, LOUD, YES,148,27,0.182
VOICE, SING, YES,148,27,0.182
VOICE, SOUND, YES,148,17,0.115
VOICE, TALK, YES,148,8,0.054
VOICE, SPEAK, YES,148,7,0.047
VOICE, MOUTH, YES,148,4,0.027
VOICE, SONG, YES,148,3,0.02
VOICE, SPEECH, YES,148,3,0.02
VOICE, THROAT, YES,148,3,0.02
VOICE, ALTO, YES,148,2,0.014
VOICE, BOX, YES,148,2,0.014
VOICE, HEARD, NO,148,2,0.014
VOICE, NOISE, YES,148,2,0.014
VOICE, TONE, YES,148,2,0.014
VOICE, VOCAL, NO,148,2,0.014
VOICE, YELL, YES,148,2,0.014
VOID, CHECK, YES,150,15,0.1
VOID, EMPTY, YES,150,14,0.093
VOID, CANCEL, NO,150,13,0.087
VOID, NULL, NO,150,13,0.087
VOID, NO GOOD, NO,150,6,0.04
VOID, NOTHING, YES,150,6,0.04
VOID, BAD, YES,150,5,0.033
VOID, NOT, YES,150,4,0.027
VOID, WRONG, YES,150,4,0.027
VOID, BLACK, YES,150,3,0.02
VOID, FORGET, YES,150,3,0.02
VOID, MONEY, YES,150,3,0.02
VOID, OMIT, NO,150,3,0.02
VOID, AVOID, YES,150,2,0.013
VOID, CLEAR, YES,150,2,0.013
VOID, DESTROY, YES,150,2,0.013
VOID, END, YES,150,2,0.013
VOID, REGISTER, YES,150,2,0.013
VOID, SPACE, YES,150,2,0.013
VOID, STOP, YES,150,2,0.013
VOLCANO, ERUPT, YES,139,73,0.525
VOLCANO, LAVA, YES,139,25,0.18
VOLCANO, HOT, YES,139,7,0.05
VOLCANO, ASH, YES,139,5,0.036
VOLCANO, EXPLODE, YES,139,5,0.036
VOLCANO, FIRE, YES,139,5,0.036
VOLCANO, HAWAII, YES,139,3,0.022
VOLCANO, MOUNTAIN, YES,139,3,0.022
VOLCANO, ISLAND, YES,139,2,0.014
VOLCANO, JOE, NO,139,2,0.014
VOLLEYBALL, NET, YES,151,29,0.19
VOLLEYBALL, SPORT, YES,151,22,0.144
VOLLEYBALL, BEACH, YES,151,18,0.118
VOLLEYBALL, GAME, YES,151,11,0.072
VOLLEYBALL, BASKETBALL, YES,151,9,0.059
VOLLEYBALL, SAND, YES,151,7,0.046
VOLLEYBALL, FOOTBALL, YES,151,6,0.039
VOLLEYBALL, PLAYER, YES,151,4,0.026
VOLLEYBALL, SPIKE, YES,151,4,0.026
VOLLEYBALL, TEAM, YES,151,4,0.026
VOLLEYBALL, FUN, YES,151,3,0.02
VOLLEYBALL, SOCCER, YES,151,3,0.02
VOLLEYBALL, BALL, YES,151,2,0.013
VOLLEYBALL, OLYMPICS, YES,151,2,0.013
VOLLEYBALL, PLAY, YES,151,2,0.013
VOLLEYBALL, TENNIS, YES,151,2,0.013
VOLT, ELECTRICITY, YES,143,42,0.294
VOLT, LIGHTNING, YES,143,15,0.105
VOLT, SHOCK, YES,143,11,0.077
VOLT, AMP, YES,143,7,0.049
VOLT, BATTERY, YES,143,5,0.035
VOLT, ENERGY, YES,143,4,0.028
VOLT, VOLTAGE, NO,143,4,0.028
VOLT, WATT, YES,143,4,0.028
VOLT, CHARGE, YES,143,3,0.021
VOLT, POLE, YES,143,3,0.021
VOLT, POWER, YES,143,3,0.021
VOLT, CURRENT, YES,143,2,0.014
VOLT, LIGHT, YES,143,2,0.014
VOLT, LOCK, YES,143,2,0.014
VOLUME, LOUD, YES,148,41,0.277
VOLUME, SOUND, YES,148,13,0.088
VOLUME, MUSIC, YES,148,10,0.068
VOLUME, AMOUNT, YES,148,8,0.054
VOLUME, BOOK, YES,148,7,0.047
VOLUME, RADIO, YES,148,7,0.047
VOLUME, STEREO, YES,148,6,0.041
VOLUME, NOISE, YES,148,5,0.034
VOLUME, UP, YES,148,5,0.034
VOLUME, HIGH, YES,148,4,0.027
VOLUME, WATER, YES,148,4,0.027
VOLUME, MASS, YES,148,3,0.02
VOLUME, BUD, YES,148,2,0.014
VOLUME, CONTROL, YES,148,2,0.014
VOLUME, TELEVISION, YES,148,2,0.014
VOLUME, TURN, YES,148,2,0.014
VOLUME, VOICE, YES,148,2,0.014
VOLUME, LIQUID, YES,148,2,0.013
VOLUNTEER, HELP, YES,149,40,0.268
VOLUNTEER, WORK, YES,149,14,0.094
VOLUNTEER, RED CROSS, NO,149,10,0.067
VOLUNTEER, HOSPITAL, YES,149,8,0.054
VOLUNTEER, FREE, YES,149,7,0.047
VOLUNTEER, OFFER, NO,149,6,0.04
VOLUNTEER, NICE, YES,149,4,0.027
VOLUNTEER, TENNESSEE, NO,149,4,0.027
VOLUNTEER, TIME, YES,149,3,0.02
VOLUNTEER, AID, YES,149,2,0.013
VOLUNTEER, GENEROUS, YES,149,2,0.013
VOLUNTEER, GIVE, YES,149,2,0.013
VOLUNTEER, WILLING, YES,149,2,0.013
VOMIT, PUKE, YES,152,34,0.224
VOMIT, SICK, YES,152,25,0.164
VOMIT, THROW UP, YES,152,19,0.125
VOMIT, BEER, YES,152,8,0.053
VOMIT, GROSS, YES,152,7,0.046
VOMIT, HURL, NO,152,7,0.046
VOMIT, DRINK, YES,152,5,0.033
VOMIT, REGURGITATE, NO,152,5,0.033
VOMIT, DISGUSTING, YES,152,3,0.02
VOMIT, YUCK, YES,152,3,0.02
VOMIT, BARF, NO,152,2,0.013
VOMIT, DRUNK, YES,152,2,0.013
VOMIT, HANGOVER, NO,152,2,0.013
VOMIT, PURGE, NO,152,2,0.013
VOMIT, SPEW, NO,152,2,0.013
VOMIT, TOILET, YES,152,2,0.013
VOODOO, DOLL, YES,151,30,0.199
VOODOO, MAGIC, YES,151,26,0.172
VOODOO, WITCHCRAFT, NO,151,17,0.113
VOODOO, WITCH, YES,151,15,0.099
VOODOO, RELIGION, YES,151,7,0.046
VOODOO, CURSE, YES,151,5,0.033
VOODOO, SUPERSTITION, YES,151,4,0.026
VOODOO, BLACK MAGIC, NO,151,3,0.02
VOODOO, DEVIL, YES,151,3,0.02
VOODOO, SPIRITS, NO,151,3,0.02
VOODOO, BAD, YES,151,2,0.013
VOODOO, BLACK, YES,151,2,0.013
VOODOO, CULT, NO,151,2,0.013
VOODOO, DOCTOR, YES,151,2,0.013
VOODOO, EVIL, YES,151,2,0.013
VOODOO, SPELL, YES,151,2,0.013
VOODOO, SPOOKY, NO,151,2,0.013
VOODOO, TABOO, YES,151,2,0.013
VOODOO, WEIRD, YES,151,2,0.013
VOODOO, WITCH DOCTOR, NO,151,2,0.013
VOTE, ELECT, YES,156,26,0.167
VOTE, ELECTION, YES,156,19,0.122
VOTE, PRESIDENT, YES,156,9,0.058
VOTE, BALLOT, YES,156,8,0.051
VOTE, CHOOSE, YES,156,6,0.038
VOTE, POLITICS, YES,156,6,0.038
VOTE, EIGHTEEN, NO,156,5,0.032
VOTE, DECIDE, YES,156,4,0.026
VOTE, REGISTER, YES,156,4,0.026
VOTE, TALLY, NO,156,4,0.026
VOTE, CAMPAIGN, YES,156,3,0.019
VOTE, OPINION, YES,156,3,0.019
VOTE, WIN, YES,156,3,0.019
VOTE, BOOTH, YES,156,2,0.013
VOTE, CANDIDATE, YES,156,2,0.013
VOTE, GOVERNMENT, YES,156,2,0.013
VOTE, NO, YES,156,2,0.013
VOTE, POLITICIAN, YES,156,2,0.013
